guionistas,titulo,pais,votos,votacion,nota
Arkadiy Strugatskiy,Stalker ,Unión Soviética (URSS),14419.0,7.9,6
Boris Strugatskiy,Stalker ,Unión Soviética (URSS),14419.0,7.9,6
Andrei Tarkovsky,Stalker ,Unión Soviética (URSS),14419.0,7.9,6
Arkadiy Strugatskiy,Stalker ,Unión Soviética (URSS),14419.0,7.9,6
Boris Strugatskiy,Stalker ,Unión Soviética (URSS),14419.0,7.9,6
George A. Romero,Zombi ,Estados Unidos,9013.0,6.8,6
Bronte Woodard,Grease ,Estados Unidos,100741.0,7.1,6
Allan Carr,Grease ,Estados Unidos,100741.0,7.1,6
Jim Jacobs,Grease ,Estados Unidos,100741.0,7.1,6
Warren Casey,Grease ,Estados Unidos,100741.0,7.1,6
Terrence Malick,Días del cielo ,Estados Unidos,8635.0,7.3,6
W.D. Richter,La invasión de los ultracuerpos ,Estados Unidos,13411.0,7.1,6
Jack Finney,La invasión de los ultracuerpos ,Estados Unidos,13411.0,7.1,6
David Lynch,Cabeza borradora ,Estados Unidos,19682.0,6.8,6
Woody Allen,Annie Hall ,Estados Unidos,72845.0,8.0,6
Marshall Brickman,Annie Hall ,Estados Unidos,72845.0,8.0,6
Norman Wexler,Fiebre del sábado noche ,Estados Unidos,36580.0,6.4,6
Nik Cohn,Fiebre del sábado noche ,Estados Unidos,36580.0,6.4,6
Steven Spielberg,Encuentros en la tercera fase ,Estados Unidos,58839.0,7.3,6
Paul Schrader,Taxi Driver ,Estados Unidos,119977.0,8.1,6
Nino Pagot,Calimero (Serie de TV),Japón,21992.0,4.9,6
Toni Pagot,Calimero (Serie de TV),Japón,21992.0,4.9,6
Stanley R. Greenberg,Cuando el destino nos alcance ,Estados Unidos,9981.0,6.7,6
Harry Harrison,Cuando el destino nos alcance ,Estados Unidos,9981.0,6.7,6
Robert B. Sherman,Las aventuras de Tom Sawyer ,Estados Unidos,518.0,5.8,6
Richard M. Sherman,Las aventuras de Tom Sawyer ,Estados Unidos,518.0,5.8,6
Mark Twain,Las aventuras de Tom Sawyer ,Estados Unidos,518.0,5.8,6
Woody Allen,Todo lo que siempre quiso saber sobre el sexo y nunca se atrevió a preguntar ,Estados Unidos,19128.0,6.8,6
David Reuben,Todo lo que siempre quiso saber sobre el sexo y nunca se atrevió a preguntar ,Estados Unidos,19128.0,6.8,6
Luis Buñuel,El discreto encanto de la burguesía ,Francia,9733.0,7.5,6
Jean-Claude Carrière,El discreto encanto de la burguesía ,Francia,9733.0,7.5,6
Deric Washburn,Naves misteriosas ,Estados Unidos,4443.0,6.2,6
Michael Cimino,Naves misteriosas ,Estados Unidos,4443.0,6.2,6
Steven Bochco,Naves misteriosas ,Estados Unidos,4443.0,6.2,6
Dalton Trumbo,Johnny cogió su fusil ,Estados Unidos,17567.0,7.7,6
Dalton Trumbo,Johnny cogió su fusil ,Estados Unidos,17567.0,7.7,6
Richard Matheson,El diablo sobre ruedas (TV),Estados Unidos,24931.0,7.3,6
Richard Matheson,El diablo sobre ruedas (TV),Estados Unidos,24931.0,7.3,6
William Hanna,Scooby-Doo (Serie de TV),Estados Unidos,26858.0,5.9,6
Joseph Barbera,Scooby-Doo (Serie de TV),Estados Unidos,26858.0,5.9,6
Joe Ruby,Scooby-Doo (Serie de TV),Estados Unidos,26858.0,5.9,6
Ken Spears,Scooby-Doo (Serie de TV),Estados Unidos,26858.0,5.9,6
Iwao Takamoto,Scooby-Doo (Serie de TV),Estados Unidos,26858.0,5.9,6
Bill Lutz,Scooby-Doo (Serie de TV),Estados Unidos,26858.0,5.9,6
Vernon Harris,Oliver ,Reino Unido,5417.0,7.2,6
Charles Dickens,Oliver ,Reino Unido,5417.0,7.2,6
Tonino Guerra,Blow-Up (Deseo de una mañana de verano) ,Reino Unido,14290.0,7.0,6
Michelangelo Antonioni,Blow-Up (Deseo de una mañana de verano) ,Reino Unido,14290.0,7.0,6
Julio Cortázar,Blow-Up (Deseo de una mañana de verano) ,Reino Unido,14290.0,7.0,6
Gérard Brach,Repulsión ,Reino Unido,12169.0,7.5,6
Roman Polanski,Repulsión ,Reino Unido,12169.0,7.5,6
Robert Bolt,Doctor Zhivago ,Estados Unidos,36319.0,7.9,6
Boris Pasternak,Doctor Zhivago ,Estados Unidos,36319.0,7.9,6
Jay Presson Allen,"Marnie, la ladrona ",Estados Unidos,16499.0,7.4,6
Winston Graham,"Marnie, la ladrona ",Estados Unidos,16499.0,7.4,6
Jindrich Polák,IKARIE XB 1 (Viaje al fin del universo) ,Checoslovaquia,1132.0,6.5,6
Pavel Jurácek,IKARIE XB 1 (Viaje al fin del universo) ,Checoslovaquia,1132.0,6.5,6
Stanislaw Lem,IKARIE XB 1 (Viaje al fin del universo) ,Checoslovaquia,1132.0,6.5,6
Harold Pinter,El sirviente ,Reino Unido,5692.0,7.6,6
Robin Maugham,El sirviente ,Reino Unido,5692.0,7.6,6
Rafael Azcona,El verdugo ,España,40987.0,8.2,6
Luis García Berlanga,El verdugo ,España,40987.0,8.2,6
Ennio Flaiano,El verdugo ,España,40987.0,8.2,6
Shinobu Hashimoto,Harakiri ,Japón,13109.0,8.5,6
Yasuhiko Takiguchi,Harakiri ,Japón,13109.0,8.5,6
George Axelrod,El mensajero del miedo ,Estados Unidos,4019.0,7.1,6
Richard Condon,El mensajero del miedo ,Estados Unidos,4019.0,7.1,6
Vladimir Bogomolov,La infancia de Iván ,Unión Soviética (URSS),7122.0,7.8,6
Mikhail Papava,La infancia de Iván ,Unión Soviética (URSS),7122.0,7.8,6
David Swift,Tú a Boston y yo a California ,Estados Unidos,6829.0,5.5,6
Erich Kästner,Tú a Boston y yo a California ,Estados Unidos,6829.0,5.5,6
Akira Kurosawa,Yojimbo (El mercenario) ,Japón,15189.0,8.0,6
Ryuzo Kikushima,Yojimbo (El mercenario) ,Japón,15189.0,8.0,6
George Axelrod,Desayuno con diamantes ,Estados Unidos,69589.0,7.7,6
Truman Capote,Desayuno con diamantes ,Estados Unidos,69589.0,7.7,6
Richard Matheson,La caída de la casa Usher ,Estados Unidos,3522.0,6.6,6
Edgar Allan Poe,La caída de la casa Usher ,Estados Unidos,3522.0,6.6,6
Ed Nofziger,Popeye el marino (Serie de TV),Estados Unidos,23476.0,5.9,6
Joseph Gottlieb,Popeye el marino (Serie de TV),Estados Unidos,23476.0,5.9,6
Charles Shows,Popeye el marino (Serie de TV),Estados Unidos,23476.0,5.9,6
Jack Kinney,Popeye el marino (Serie de TV),Estados Unidos,23476.0,5.9,6
Carl Meyer,Popeye el marino (Serie de TV),Estados Unidos,23476.0,5.9,6
Raymond Jacobs,Popeye el marino (Serie de TV),Estados Unidos,23476.0,5.9,6
Isadore Klein,Popeye el marino (Serie de TV),Estados Unidos,23476.0,5.9,6
Jack Mercer,Popeye el marino (Serie de TV),Estados Unidos,23476.0,5.9,6
Seymour Kneitel,Popeye el marino (Serie de TV),Estados Unidos,23476.0,5.9,6
Jack Kinney,Popeye el marino (Serie de TV),Estados Unidos,23476.0,5.9,6
Lowell S. Hawley,Los robinsones de los mares del Sur ,Estados Unidos,2089.0,6.2,6
Johann Wyss,Los robinsones de los mares del Sur ,Estados Unidos,2089.0,6.2,6
Robb White,La mansión de los horrores ,Estados Unidos,1784.0,6.0,6
Satyajit Ray,Apur Sansar (El mundo de Apu) ,India,4347.0,8.2,6
Bibhutibhushan Bandyopadhyay,Apur Sansar (El mundo de Apu) ,India,4347.0,8.2,6
John Michael Hayes,El hombre que sabía demasiado ,Estados Unidos,18233.0,7.5,6
Frank S. Nugent,Centauros del desierto ,Estados Unidos,32453.0,8.0,6
Alan Le May,Centauros del desierto ,Estados Unidos,32453.0,8.0,6
Daniel Mainwaring,La invasión de los ladrones de cuerpos ,Estados Unidos,16474.0,7.6,6
Jack Finney,La invasión de los ladrones de cuerpos ,Estados Unidos,16474.0,7.6,6
Yoshikata Yoda,El intendente Sansho ,Japón,5895.0,8.3,6
Yahiro Fuji,El intendente Sansho ,Japón,5895.0,8.3,6
Mori Ōgai,El intendente Sansho ,Japón,5895.0,8.3,6
Ingmar Bergman,Un verano con Mónica ,Suecia,4946.0,7.5,6
Per-Anders Fogelström,Un verano con Mónica ,Suecia,4946.0,7.5,6
Per-Anders Fogelström,Un verano con Mónica ,Suecia,4946.0,7.5,6
Bill Scott,El corazón delator (C),Estados Unidos,1073.0,6.7,6
Fred Grable,El corazón delator (C),Estados Unidos,1073.0,6.7,6
Edgar Allan Poe,El corazón delator (C),Estados Unidos,1073.0,6.7,6
Yasujirō Ozu,Cuentos de Tokio ,Japón,12625.0,8.2,6
Kogo Noda,Cuentos de Tokio ,Japón,12625.0,8.2,6
Charles Chaplin,Candilejas ,Estados Unidos,13796.0,8.2,6
Waldo Salt,El halcón y la flecha ,Estados Unidos,6918.0,7.4,6
David Lean,Oliver Twist ,Reino Unido,3098.0,7.4,6
Stanley Haynes,Oliver Twist ,Reino Unido,3098.0,7.4,6
Charles Dickens,Oliver Twist ,Reino Unido,3098.0,7.4,6
Jo Swerling,Náufragos ,Estados Unidos,5595.0,7.3,6
John Steinbeck,Náufragos ,Estados Unidos,5595.0,7.3,6
Thornton Wilder,La sombra de una duda ,Estados Unidos,11416.0,7.6,6
Alma Reville,La sombra de una duda ,Estados Unidos,11416.0,7.6,6
Sally Benson,La sombra de una duda ,Estados Unidos,11416.0,7.6,6
Gordon McDonell,La sombra de una duda ,Estados Unidos,11416.0,7.6,6
Sidney Howard,Lo que el viento se llevó ,Estados Unidos,58734.0,7.9,6
Oliver H.P. Garrett,Lo que el viento se llevó ,Estados Unidos,58734.0,7.9,6
Ben Hecht,Lo que el viento se llevó ,Estados Unidos,58734.0,7.9,6
Jo Swerling,Lo que el viento se llevó ,Estados Unidos,58734.0,7.9,6
John Van Druten,Lo que el viento se llevó ,Estados Unidos,58734.0,7.9,6
Margaret Mitchell,Lo que el viento se llevó ,Estados Unidos,58734.0,7.9,6
,Mickey Mouse: El sastrecillo valiente (C),Estados Unidos,1406.0,6.6,6
Boris V. Morkovin,Los tres cerditos (C),Estados Unidos,6356.0,6.8,6
,Betty Boop: La fiesta de Halloween  (C),Estados Unidos,146.0,5.8,6
Buster Keaton,El maquinista de La General ,Estados Unidos,29079.0,8.3,6
Clyde Bruckman,El maquinista de La General ,Estados Unidos,29079.0,8.3,6
Sergei M. Eisenstein,El acorazado Potemkin ,Unión Soviética (URSS),28702.0,8.0,6
Nina Agadzhanova,El acorazado Potemkin ,Unión Soviética (URSS),28702.0,8.0,6
Georges Méliès,Viaje a través de lo imposible (C),Francia,898.0,6.7,6
"""Adolphe d'Ennery""",Viaje a través de lo imposible (C),Francia,898.0,6.7,6
Jules Verne,Viaje a través de lo imposible (C),Francia,898.0,6.7,6
Louis Lumière,El regador regado (C),Francia,3346.0,6.4,6
Colette Camden,El mochilero del hacha ,Estados Unidos,796.0,5.5,5
Kaoru Sawada,Junji Ito Maniac: Relatos japoneses de lo macabro (Serie de TV),Japón,488.0,5.4,5
Junji Ito,Junji Ito Maniac: Relatos japoneses de lo macabro (Serie de TV),Japón,488.0,5.4,5
Ehren Kruger,Top Gun: Maverick ,Estados Unidos,22256.0,7.0,5
Eric Singer,Top Gun: Maverick ,Estados Unidos,22256.0,7.0,5
Christopher McQuarrie,Top Gun: Maverick ,Estados Unidos,22256.0,7.0,5
Jim Cash,Top Gun: Maverick ,Estados Unidos,22256.0,7.0,5
Jack Epps Jr.,Top Gun: Maverick ,Estados Unidos,22256.0,7.0,5
Peter Craig,Top Gun: Maverick ,Estados Unidos,22256.0,7.0,5
Justin Marks,Top Gun: Maverick ,Estados Unidos,22256.0,7.0,5
Brandon Scott Jones,Vuelta al insti ,Estados Unidos,2063.0,4.2,5
Andrew Knauer,Vuelta al insti ,Estados Unidos,2063.0,4.2,5
Arthur Pielli,Vuelta al insti ,Estados Unidos,2063.0,4.2,5
Alessio Rigo de Righi,La leyenda del Rey Cangrejo ,Italia,310.0,6.4,5
Matteo Zoppis,La leyenda del Rey Cangrejo ,Italia,310.0,6.4,5
Alessio Rigo de Righi,La leyenda del Rey Cangrejo ,Italia,310.0,6.4,5
Matteo Zoppis,La leyenda del Rey Cangrejo ,Italia,310.0,6.4,5
Tommaso Bertani,La leyenda del Rey Cangrejo ,Italia,310.0,6.4,5
Carlo Lavagna,La leyenda del Rey Cangrejo ,Italia,310.0,6.4,5
Kogonada,Despidiendo a Yang ,Estados Unidos,1792.0,5.9,5
Alexander Weinstein,Despidiendo a Yang ,Estados Unidos,1792.0,5.9,5
Jorge Guerricaechevarría,Las leyes de la frontera ,España,16109.0,6.8,5
Daniel Monzón,Las leyes de la frontera ,España,16109.0,6.8,5
Javier Cercas,Las leyes de la frontera ,España,16109.0,6.8,5
Gabriel Clarke,Los 14 ochomiles: No hay nada imposible ,Estados Unidos,1638.0,6.4,5
Torquil Jones,Los 14 ochomiles: No hay nada imposible ,Estados Unidos,1638.0,6.4,5
Quentin Tarantino,Érase una vez en... Hollywood ,Estados Unidos,54370.0,7.0,5
M. Night Shyamalan,Glass (Cristal) ,Estados Unidos,24235.0,6.2,5
Amanda Adelson,The Dirt ,Estados Unidos,5038.0,6.2,5
Tom Kapinos,The Dirt ,Estados Unidos,5038.0,6.2,5
Rich Wilkes,The Dirt ,Estados Unidos,5038.0,6.2,5
Tommy Lee,The Dirt ,Estados Unidos,5038.0,6.2,5
Mick Mars,The Dirt ,Estados Unidos,5038.0,6.2,5
Vince Neil,The Dirt ,Estados Unidos,5038.0,6.2,5
Nikki Sixx,The Dirt ,Estados Unidos,5038.0,6.2,5
Neil Strauss,The Dirt ,Estados Unidos,5038.0,6.2,5
Craig Mazin,Chernobyl (Miniserie de TV),Estados Unidos,46995.0,8.4,5
Maria Melnik,Escape Room ,Estados Unidos,11782.0,5.4,5
Bragi F. Schut,Escape Room ,Estados Unidos,11782.0,5.4,5
Santiago Fillol,Lo que arde ,España,10248.0,6.8,5
Oliver Laxe,Lo que arde ,España,10248.0,6.8,5
Justin Dec,Countdown. La hora de tu muerte ,Estados Unidos,3025.0,4.6,5
David Gordon Green,La noche de Halloween ,Estados Unidos,10037.0,5.6,5
Danny McBride,La noche de Halloween ,Estados Unidos,10037.0,5.6,5
Jeff Fradley,La noche de Halloween ,Estados Unidos,10037.0,5.6,5
John Carpenter,La noche de Halloween ,Estados Unidos,10037.0,5.6,5
Debra Hill,La noche de Halloween ,Estados Unidos,10037.0,5.6,5
David Marqués,Campeones ,España,35769.0,6.9,5
Javier Fesser,Campeones ,España,35769.0,6.9,5
Scott Beck,Un lugar tranquilo ,Estados Unidos,34742.0,6.6,5
Bryan Woods,Un lugar tranquilo ,Estados Unidos,34742.0,6.6,5
John Krasinski,Un lugar tranquilo ,Estados Unidos,34742.0,6.6,5
Bryan Woods,Un lugar tranquilo ,Estados Unidos,34742.0,6.6,5
Scott Beck,Un lugar tranquilo ,Estados Unidos,34742.0,6.6,5
Macon Blair,Noche de lobos ,Estados Unidos,3260.0,5.0,5
William Giraldi,Noche de lobos ,Estados Unidos,3260.0,5.0,5
Ali Abbasi,Border ,Suecia,10295.0,6.5,5
Isabella Eklöf,Border ,Suecia,10295.0,6.5,5
John Ajvide Lindqvist,Border ,Suecia,10295.0,6.5,5
Justin Haythe,Gorrión rojo ,Estados Unidos,22571.0,6.4,5
Jason Matthews,Gorrión rojo ,Estados Unidos,22571.0,6.4,5
Michael Dinner,Philip K. Dick's Electric Dreams: Father Thing (TV),Reino Unido,959.0,5.4,5
Philip K. Dick,Philip K. Dick's Electric Dreams: Father Thing (TV),Reino Unido,959.0,5.4,5
Jantje Friese,Dark (Serie de TV),Alemania,27656.0,7.6,5
Baran bo Odar,Dark (Serie de TV),Alemania,27656.0,7.6,5
Martin Behnke,Dark (Serie de TV),Alemania,27656.0,7.6,5
Ronny Schalk,Dark (Serie de TV),Alemania,27656.0,7.6,5
Marc O. Seng,Dark (Serie de TV),Alemania,27656.0,7.6,5
Michael Green,Asesinato en el Orient Express ,Estados Unidos,24580.0,5.8,5
Agatha Christie,Asesinato en el Orient Express ,Estados Unidos,24580.0,5.8,5
Jessica Mecklenburg,Philip K. Dick's Electric Dreams: Human Is (TV),Reino Unido,1272.0,6.0,5
Philip K. Dick,Philip K. Dick's Electric Dreams: Human Is (TV),Reino Unido,1272.0,6.0,5
Steve Conrad,Wonder ,Estados Unidos,19471.0,7.1,5
Jack Thorne,Wonder ,Estados Unidos,19471.0,7.1,5
R.J. Palacio,Wonder ,Estados Unidos,19471.0,7.1,5
Charley Parlapanides,Death Note ,Estados Unidos,9687.0,3.5,5
Vlas Parlapanides,Death Note ,Estados Unidos,9687.0,3.5,5
Jeremy Slater,Death Note ,Estados Unidos,9687.0,3.5,5
Tsugumi Ôba,Death Note ,Estados Unidos,9687.0,3.5,5
Takeshi Obata,Death Note ,Estados Unidos,9687.0,3.5,5
Guillermo del Toro,La forma del agua ,Estados Unidos,44868.0,6.4,5
Vanessa Taylor,La forma del agua ,Estados Unidos,44868.0,6.4,5
,"Pop, una historia de música y televisión (Serie de TV)",España,92.0,6.6,5
Max Botkin,Siete hermanas ,Reino Unido,8041.0,5.7,5
Kerry Williamson,Siete hermanas ,Reino Unido,8041.0,5.7,5
Rhett Reese,Life (Vida) ,Estados Unidos,24431.0,5.8,5
Paul Wernick,Life (Vida) ,Estados Unidos,24431.0,5.8,5
David Lowery,A Ghost Story ,Estados Unidos,11675.0,6.3,5
Anthony McCarten,El instante más oscuro ,Reino Unido,15930.0,6.7,5
Yorgos Lanthimos,El sacrificio de un ciervo sagrado ,Reino Unido,18799.0,6.6,5
Efthymis Filippou,El sacrificio de un ciervo sagrado ,Reino Unido,18799.0,6.6,5
Lynne Ramsay,"En realidad, nunca estuviste aquí ",Reino Unido,15420.0,5.9,5
Jonathan Ames,"En realidad, nunca estuviste aquí ",Reino Unido,15420.0,5.9,5
Sean Baker,The Florida Project ,Estados Unidos,16817.0,7.1,5
Chris Bergoch,The Florida Project ,Estados Unidos,16817.0,7.1,5
John Logan,Alien: Covenant ,Estados Unidos,25621.0,5.6,5
Dante Harper,Alien: Covenant ,Estados Unidos,25621.0,5.6,5
Jack Paglen,Alien: Covenant ,Estados Unidos,25621.0,5.6,5
Michael Green,Alien: Covenant ,Estados Unidos,25621.0,5.6,5
Tony Elliott,ARQ ,Estados Unidos,4520.0,5.6,5
Guillermo Guerrero,La noche del virgen ,España,568.0,4.3,5
Richard Linklater,Todos queremos algo ,Estados Unidos,6996.0,6.2,5
Nikolaj Arcel,Redención (Los casos del Departamento Q) ,Dinamarca,3626.0,6.2,5
Jussi Adler-Olsen,Redención (Los casos del Departamento Q) ,Dinamarca,3626.0,6.2,5
Ivo Ferreira,Cartas de la guerra ,Portugal,307.0,6.3,5
Edgar Medina,Cartas de la guerra ,Portugal,307.0,6.3,5
António Lobo Antunes,Cartas de la guerra ,Portugal,307.0,6.3,5
Jon Spaihts,Passengers ,Estados Unidos,30225.0,5.9,5
Nacho Vigalondo,Colossal ,Canadá,13548.0,5.9,5
Rob Zombie,31 ,Estados Unidos,1763.0,4.8,5
Justin Marks,El libro de la selva ,Estados Unidos,27722.0,6.7,5
Rudyard Kipling,El libro de la selva ,Estados Unidos,27722.0,6.7,5
Linda Woolverton,Alicia a través del espejo ,Estados Unidos,9203.0,5.4,5
Lewis Carroll,Alicia a través del espejo ,Estados Unidos,9203.0,5.4,5
James DeMonaco,Election: La noche de las bestias ,Estados Unidos,12700.0,5.2,5
M. Night Shyamalan,Múltiple ,Estados Unidos,45049.0,6.6,5
Dagur Kári,Corazón gigante ,Islandia,6231.0,7.0,5
Jesse Andrews,"Yo, él y Raquel ",Estados Unidos,13566.0,7.1,5
Aaron Sorkin,Steve Jobs ,Estados Unidos,19722.0,6.1,5
Walter Isaacson,Steve Jobs ,Estados Unidos,19722.0,6.1,5
Juan Miguel del Castillo,Techo y comida ,España,5571.0,6.6,5
John McNamara,Trumbo. La lista negra de Hollywood ,Estados Unidos,14628.0,7.0,5
Bart De Pauw,El Loft ,Estados Unidos,3964.0,5.2,5
Wesley Strick,El Loft ,Estados Unidos,3964.0,5.2,5
Quentin Tarantino,Los odiosos ocho ,Estados Unidos,63708.0,7.3,5
David Pastor,Eternal ,Estados Unidos,7533.0,5.4,5
Àlex Pastor,Eternal ,Estados Unidos,7533.0,5.4,5
Edgar Wright,Ant-Man ,Estados Unidos,37725.0,6.2,5
Joe Cornish,Ant-Man ,Estados Unidos,37725.0,6.2,5
Adam McKay,Ant-Man ,Estados Unidos,37725.0,6.2,5
Paul Rudd,Ant-Man ,Estados Unidos,37725.0,6.2,5
None,Ant-Man ,Estados Unidos,37725.0,6.2,5
None,Ant-Man ,Estados Unidos,37725.0,6.2,5
Charlie Kaufman,Anomalisa ,Estados Unidos,11830.0,6.9,5
Dan Harmon,Anomalisa ,Estados Unidos,11830.0,6.9,5
James Dashner,El corredor del laberinto ,Estados Unidos,33886.0,5.9,5
Noah Oppenheim,El corredor del laberinto ,Estados Unidos,33886.0,5.9,5
James Dashner,El corredor del laberinto ,Estados Unidos,33886.0,5.9,5
Ben Ripley,El coro ,Estados Unidos,1748.0,5.8,5
Borja Cobeaga,Ocho apellidos vascos ,España,84007.0,6.0,5
Diego San José,Ocho apellidos vascos ,España,84007.0,6.0,5
Jonas Govaerts,Cub ,Bélgica,762.0,5.1,5
Roel Mondelaers,Cub ,Bélgica,762.0,5.1,5
Ana Cohan,Betibú ,Argentina,2115.0,5.7,5
Miguel Cohan,Betibú ,Argentina,2115.0,5.7,5
Claudia Piñeiro,Betibú ,Argentina,2115.0,5.7,5
Joshua Zeman,Killer Legends ,Estados Unidos,94.0,5.3,5
Nacho Vigalondo,Open Windows ,España,10693.0,5.1,5
Paul Urkijo Alijo,El bosque negro (C),España,241.0,5.6,5
Don Hertzfeldt,The Simpsons: Don Hertzfeldt Couch Gag (TV) (C),Estados Unidos,1125.0,5.6,5
Matt Groening,The Simpsons: Don Hertzfeldt Couch Gag (TV) (C),Estados Unidos,1125.0,5.6,5
Danny Strong,Los juegos del hambre: Sinsajo. Parte 1 ,Estados Unidos,40241.0,5.6,5
Peter Craig,Los juegos del hambre: Sinsajo. Parte 1 ,Estados Unidos,40241.0,5.6,5
Suzanne Collins,Los juegos del hambre: Sinsajo. Parte 1 ,Estados Unidos,40241.0,5.6,5
Roelof Jan Minneboo,Corn Island ,Georgia,1428.0,7.1,5
George Ovashvili,Corn Island ,Georgia,1428.0,7.1,5
Nugzar Shataidze,Corn Island ,Georgia,1428.0,7.1,5
Jason Hall,El Francotirador ,Estados Unidos,47183.0,6.4,5
Chris Kyle,El Francotirador ,Estados Unidos,47183.0,6.4,5
Scott McEwen,El Francotirador ,Estados Unidos,47183.0,6.4,5
Jim DeFelice,El Francotirador ,Estados Unidos,47183.0,6.4,5
Darren Aronofsky,Noé ,Estados Unidos,29335.0,5.1,5
Ari Handel,Noé ,Estados Unidos,29335.0,5.1,5
Jason Keller,Plan de escape ,Estados Unidos,13565.0,5.5,5
Miles Chapman,Plan de escape ,Estados Unidos,13565.0,5.5,5
Billy Ray,Capitán Phillips ,Estados Unidos,45751.0,7.0,5
Richard Phillips,Capitán Phillips ,Estados Unidos,45751.0,7.0,5
Stephan Talty,Capitán Phillips ,Estados Unidos,45751.0,7.0,5
Jonathan Levine,Memorias de un zombie adolescente ,Estados Unidos,18326.0,5.2,5
Isaac Marion,Memorias de un zombie adolescente ,Estados Unidos,18326.0,5.2,5
Matthew Michael Carnahan,Guerra Mundial Z ,Estados Unidos,73549.0,6.1,5
Drew Goddard,Guerra Mundial Z ,Estados Unidos,73549.0,6.1,5
Damon Lindelof,Guerra Mundial Z ,Estados Unidos,73549.0,6.1,5
Max Brooks,Guerra Mundial Z ,Estados Unidos,73549.0,6.1,5
Matthew Michael Carnahan,Guerra Mundial Z ,Estados Unidos,73549.0,6.1,5
J. Michael Straczynski,Guerra Mundial Z ,Estados Unidos,73549.0,6.1,5
Gavin Hood,El juego de Ender ,Estados Unidos,33600.0,5.9,5
Orson Scott Card,El juego de Ender ,Estados Unidos,33600.0,5.9,5
Will Beall,Gangster Squad: Brigada de élite ,Estados Unidos,23294.0,5.9,5
Paul Lieberman,Gangster Squad: Brigada de élite ,Estados Unidos,23294.0,5.9,5
Jan Berger,El médico ,Alemania,18538.0,6.6,5
Noah Gordon,El médico ,Alemania,18538.0,6.6,5
Darren Paul Fisher,Frequencies ,Australia,970.0,6.2,5
Boaz Yakin,Ahora me ves... ,Estados Unidos,52263.0,6.0,5
Edward Ricourt,Ahora me ves... ,Estados Unidos,52263.0,6.0,5
Ed Solomon,Ahora me ves... ,Estados Unidos,52263.0,6.0,5
Boaz Yakin,Ahora me ves... ,Estados Unidos,52263.0,6.0,5
Edward Ricourt,Ahora me ves... ,Estados Unidos,52263.0,6.0,5
Àlex Pastor,Los últimos días ,España,14335.0,5.4,5
David Pastor,Los últimos días ,España,14335.0,5.4,5
Shane Carruth,Upstream Color ,Estados Unidos,4372.0,6.2,5
Matt Whiteley,Jobs ,Estados Unidos,13072.0,5.2,5
Patxi Amezcua,Séptimo ,España,10666.0,5.1,5
Alejo Flah,Séptimo ,España,10666.0,5.1,5
Daniel Sánchez Arévalo,La gran familia española ,España,30904.0,5.7,5
Richard Curtis,Una cuestión de tiempo ,Reino Unido,39467.0,7.0,5
Alfonso Cuarón,Gravity ,Estados Unidos,89413.0,6.9,5
Jonás Cuarón,Gravity ,Estados Unidos,89413.0,6.9,5
Charlie Brooker,Black Mirror: El momento Waldo (TV),Reino Unido,25632.0,6.2,5
Chris Morris,Black Mirror: El momento Waldo (TV),Reino Unido,25632.0,6.2,5
