productores,titulo,pais,votos,votacion,nota
Movistar Plus+,Maixabel ,España,12495.0,7.2,8
RTVE,Maixabel ,España,12495.0,7.2,8
Real Film Berlin,Unorthodox (Miniserie de TV),Alemania,18628.0,7.2,8
Studio Airlift,Unorthodox (Miniserie de TV),Alemania,18628.0,7.2,8
Netflix,Unorthodox (Miniserie de TV),Alemania,18628.0,7.2,8
Trademark Films,El padre ,Reino Unido,15749.0,7.7,8
Embankment Films,El padre ,Reino Unido,15749.0,7.7,8
Film4 Productions,El padre ,Reino Unido,15749.0,7.7,8
F Comme Film,El padre ,Reino Unido,15749.0,7.7,8
AG Studios NYC,El padre ,Reino Unido,15749.0,7.7,8
Lionsgate,El padre ,Reino Unido,15749.0,7.7,8
Amazon Studios,El desafío: ETA (Miniserie de TV),España,3238.0,7.8,8
Cuerdos de Atar,El desafío: ETA (Miniserie de TV),España,3238.0,7.8,8
Amazon Prime Video,El desafío: ETA (Miniserie de TV),España,3238.0,7.8,8
Apache Films,Sesión salvaje ,España,1422.0,6.9,8
Morbido Films,Sesión salvaje ,España,1422.0,6.9,8
Barunson,Parásitos ,Corea del Sur,60535.0,8.0,8
CJ Entertainment,Parásitos ,Corea del Sur,60535.0,8.0,8
TMS Comics,Parásitos ,Corea del Sur,60535.0,8.0,8
TMS Entertainment,Parásitos ,Corea del Sur,60535.0,8.0,8
CJ E&M Film Financing & Investment Entertainment & Comics,Parásitos ,Corea del Sur,60535.0,8.0,8
B-Reel Films,Midsommar ,Estados Unidos,26650.0,6.3,8
Parts and Labor,Midsommar ,Estados Unidos,26650.0,6.3,8
A24,Midsommar ,Estados Unidos,26650.0,6.3,8
El Deseo,Dolor y gloria ,España,31306.0,6.9,8
Sony Pictures Entertainment (SPE),Dolor y gloria ,España,31306.0,6.9,8
Netflix,Black Mirror: Hang the DJ (TV),Reino Unido,18876.0,7.5,8
House of Tomorrow,Black Mirror: Hang the DJ (TV),Reino Unido,18876.0,7.5,8
Netflix,Black Mirror: Hang the DJ (TV),Reino Unido,18876.0,7.5,8
Scott Free Productions,Taboo (Serie de TV),Reino Unido,9686.0,7.0,8
Hardy,Taboo (Serie de TV),Reino Unido,9686.0,7.0,8
Son & Baker,Taboo (Serie de TV),Reino Unido,9686.0,7.0,8
BBC,Taboo (Serie de TV),Reino Unido,9686.0,7.0,8
Starburns Industries,Rick y Morty: Cadena Rickpetua (TV),Estados Unidos,5244.0,8.2,8
Adult Swim,Rick y Morty: Cadena Rickpetua (TV),Estados Unidos,5244.0,8.2,8
Channel 4,Philip K. Dick's Electric Dreams: Real Life (TV),Reino Unido,1617.0,6.2,8
Anonymous Content,Philip K. Dick's Electric Dreams: Real Life (TV),Reino Unido,1617.0,6.2,8
Electric Shepherd Productions,Philip K. Dick's Electric Dreams: Real Life (TV),Reino Unido,1617.0,6.2,8
Left Bank Pictures,Philip K. Dick's Electric Dreams: Real Life (TV),Reino Unido,1617.0,6.2,8
Moon Shot Entertainment,Philip K. Dick's Electric Dreams: Real Life (TV),Reino Unido,1617.0,6.2,8
Rooney McP Productions,Philip K. Dick's Electric Dreams: Real Life (TV),Reino Unido,1617.0,6.2,8
Sony Pictures Television,Philip K. Dick's Electric Dreams: Real Life (TV),Reino Unido,1617.0,6.2,8
Tall Ship Productions,Philip K. Dick's Electric Dreams: Real Life (TV),Reino Unido,1617.0,6.2,8
Channel 4,Philip K. Dick's Electric Dreams: Real Life (TV),Reino Unido,1617.0,6.2,8
HBO,Big Little Lies (Serie de TV),Estados Unidos,22612.0,7.7,8
Blossom Films,Big Little Lies (Serie de TV),Estados Unidos,22612.0,7.7,8
42,La autopsia de Jane Doe ,Reino Unido,15611.0,6.2,8
Impostor Pictures,La autopsia de Jane Doe ,Reino Unido,15611.0,6.2,8
CoMix Wave Films,Your Name. ,Japón,26587.0,7.8,8
Katsuhiro Takei,Your Name. ,Japón,26587.0,7.8,8
Kôichirô Itô,Your Name. ,Japón,26587.0,7.8,8
YouTube,Pantomima Full (Serie de TV),España,755.0,7.1,8
Twitter,Pantomima Full (Serie de TV),España,755.0,7.1,8
Netflix,Black Mirror: Caída en picado (TV),Reino Unido,25050.0,7.4,8
House of Tomorrow,Black Mirror: Caída en picado (TV),Reino Unido,25050.0,7.4,8
Netflix,Black Mirror: Caída en picado (TV),Reino Unido,25050.0,7.4,8
HBO,The Night Of (Miniserie de TV),Estados Unidos,19002.0,7.9,8
BBC,The Night Of (Miniserie de TV),Estados Unidos,19002.0,7.9,8
Film Rites,The Night Of (Miniserie de TV),Estados Unidos,19002.0,7.9,8
Film4 Productions,Langosta ,Grecia,29190.0,6.6,8
Irish Film Board,Langosta ,Grecia,29190.0,6.6,8
Eurimages,Langosta ,Grecia,29190.0,6.6,8
Netherlands Film Fund,Langosta ,Grecia,29190.0,6.6,8
Greek Film Center,Langosta ,Grecia,29190.0,6.6,8
British Film Institute,Langosta ,Grecia,29190.0,6.6,8
Element Pictures,Langosta ,Grecia,29190.0,6.6,8
Scarlet Films,Langosta ,Grecia,29190.0,6.6,8
Faliro House,Langosta ,Grecia,29190.0,6.6,8
Haut et Court,Langosta ,Grecia,29190.0,6.6,8
Lemming Film,Langosta ,Grecia,29190.0,6.6,8
Protagonist,Langosta ,Grecia,29190.0,6.6,8
A24,La bruja ,Estados Unidos,28755.0,6.2,8
Code Red Productions,La bruja ,Estados Unidos,28755.0,6.2,8
Pulse Films,La bruja ,Estados Unidos,28755.0,6.2,8
Scythia Films,La bruja ,Estados Unidos,28755.0,6.2,8
Rooks Nest,La bruja ,Estados Unidos,28755.0,6.2,8
Maiden Voyage Pictures,La bruja ,Estados Unidos,28755.0,6.2,8
Mott Street Pictures,La bruja ,Estados Unidos,28755.0,6.2,8
Blumhouse Productions,La visita ,Estados Unidos,27705.0,5.9,8
Blinding Edge Pictures,La visita ,Estados Unidos,27705.0,5.9,8
Gamechanger Films,La invitación ,Estados Unidos,19708.0,6.3,8
The Invitation,La invitación ,Estados Unidos,19708.0,6.3,8
Lege Artis,La invitación ,Estados Unidos,19708.0,6.3,8
Legendary Pictures,Así en la Tierra como en el Infierno ,Estados Unidos,5984.0,5.2,8
Universal Pictures,Así en la Tierra como en el Infierno ,Estados Unidos,5984.0,5.2,8
Metafilms,Mommy ,Canadá,16674.0,7.4,8
Big Farm,La canción del mar ,Irlanda,9943.0,7.6,8
Cartoon Saloon,La canción del mar ,Irlanda,9943.0,7.6,8
Digital Graphics,La canción del mar ,Irlanda,9943.0,7.6,8
Blacklab Entertainment,Predestination ,Australia,19341.0,6.4,8
Screen Australia,Predestination ,Australia,19341.0,6.4,8
Wolfhound Pictures,Predestination ,Australia,19341.0,6.4,8
Bold Films,Nightcrawler ,Estados Unidos,43566.0,7.3,8
Open Road Films,Nightcrawler ,Estados Unidos,43566.0,7.3,8
Cartoon Network,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Warner Bros. Television,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Channel 4,Utopia (Serie de TV),Reino Unido,21372.0,7.6,8
Alcon Entertainment,Prisioneros ,Estados Unidos,60268.0,7.6,8
8:38 Productions,Prisioneros ,Estados Unidos,60268.0,7.6,8
Madhouse Entertainment,Prisioneros ,Estados Unidos,60268.0,7.6,8
Warner Bros.,Prisioneros ,Estados Unidos,60268.0,7.6,8
Channel 4,Black Mirror: Oso blanco (TV),Reino Unido,32062.0,7.4,8
Sony Pictures Classics,Antes del anochecer ,Estados Unidos,26625.0,7.3,8
Castle Rock Entertainment,Antes del anochecer ,Estados Unidos,26625.0,7.3,8
Hyrax Films,Términos y condiciones de uso ,Estados Unidos,261.0,6.9,8
Topiary Productions,Términos y condiciones de uso ,Estados Unidos,261.0,6.9,8
Lionsgate,Los juegos del hambre: En llamas ,Estados Unidos,57204.0,6.4,8
Color Force,Los juegos del hambre: En llamas ,Estados Unidos,57204.0,6.4,8
Channel 4,Black Mirror: Ahora mismo vuelvo (TV),Reino Unido,36162.0,7.4,8
The Weinstein Company,El lado bueno de las cosas ,Estados Unidos,65128.0,6.6,8
Universal Pictures,Los miserables ,Reino Unido,43455.0,7.2,8
Working Title Films,Los miserables ,Reino Unido,43455.0,7.2,8
Relativity Studios,Los miserables ,Reino Unido,43455.0,7.2,8
PrimerFrame,El vendedor de humo (C),España,3905.0,6.7,8
Gracie Films,El día más largo de Maggie (C),Estados Unidos,6946.0,6.6,8
The Curiosity Company,El día más largo de Maggie (C),Estados Unidos,6946.0,6.6,8
Film Roman,El día más largo de Maggie (C),Estados Unidos,6946.0,6.6,8
20th Century Fox Animation,El día más largo de Maggie (C),Estados Unidos,6946.0,6.6,8
Mr. Mudd,Las ventajas de ser un marginado ,Estados Unidos,39404.0,7.1,8
Summit Entertainment,Las ventajas de ser un marginado ,Estados Unidos,39404.0,7.1,8
Lionsgate,Los juegos del hambre ,Estados Unidos,83322.0,6.2,8
Color Force,Los juegos del hambre ,Estados Unidos,83322.0,6.2,8
Fox Searchlight,Ruby Sparks ,Estados Unidos,19499.0,6.8,8
Bona Fide,Ruby Sparks ,Estados Unidos,19499.0,6.8,8
Artefacto producciones,El apóstol ,España,2477.0,6.7,8
Fox Searchlight,El árbol de la vida ,Estados Unidos,51696.0,5.9,8
River Road Entertainment,El árbol de la vida ,Estados Unidos,51696.0,5.9,8
Plan B Entertainment,El árbol de la vida ,Estados Unidos,51696.0,5.9,8
Brace Cove Productions,El árbol de la vida ,Estados Unidos,51696.0,5.9,8
DreamWorks SKG,Criadas y señoras ,Estados Unidos,50480.0,7.5,8
Lionsgate,La cabaña en el bosque ,Estados Unidos,33669.0,6.1,8
Mutant Enemy,La cabaña en el bosque ,Estados Unidos,33669.0,6.1,8
Joss Whedon,La cabaña en el bosque ,Estados Unidos,33669.0,6.1,8
Furnace,Todo y nada (Miniserie de TV),Reino Unido,293.0,8.0,8
BBC,Todo y nada (Miniserie de TV),Reino Unido,293.0,8.0,8
Paper Street Films,El profesor (Detachment) ,Estados Unidos,14461.0,6.9,8
Kingsgate Films,El profesor (Detachment) ,Estados Unidos,14461.0,6.9,8
Appian Way,El profesor (Detachment) ,Estados Unidos,14461.0,6.9,8
Bonanza Productions,Shameless (Serie de TV),Estados Unidos,16427.0,7.8,8
Warner Bros. Television,Shameless (Serie de TV),Estados Unidos,16427.0,7.8,8
Showtime,Shameless (Serie de TV),Estados Unidos,16427.0,7.8,8
Fox Searchlight,Nunca me abandones ,Reino Unido,19412.0,6.5,8
DNA Films,Nunca me abandones ,Reino Unido,19412.0,6.5,8
Film4 Productions,Nunca me abandones ,Reino Unido,19412.0,6.5,8
100 Bares,El secreto de sus ojos ,Argentina,86857.0,8.1,8
Tornasol Films,El secreto de sus ojos ,Argentina,86857.0,8.1,8
Haddock Films,El secreto de sus ojos ,Argentina,86857.0,8.1,8
Telefé,El secreto de sus ojos ,Argentina,86857.0,8.1,8
RTVE,El secreto de sus ojos ,Argentina,86857.0,8.1,8
Canal+ España,El secreto de sus ojos ,Argentina,86857.0,8.1,8
Melodrama Pictures,Mary and Max ,Australia,23838.0,8.1,8
Pixar Animation Studios,Parcialmente nublado (C),Estados Unidos,17425.0,7.6,8
Universal Pictures,Malditos bastardos ,Estados Unidos,155603.0,7.8,8
The Weinstein Company,Malditos bastardos ,Estados Unidos,155603.0,7.8,8
Lawrence Bender,Malditos bastardos ,Estados Unidos,155603.0,7.8,8
Studio Babelsberg,Malditos bastardos ,Estados Unidos,155603.0,7.8,8
Wingnut Films,Distrito 9 ,Sudáfrica,81792.0,6.8,8
Key Creatives,Distrito 9 ,Sudáfrica,81792.0,6.8,8
Sony Pictures Entertainment (SPE),Distrito 9 ,Sudáfrica,81792.0,6.8,8
QED International,Distrito 9 ,Sudáfrica,81792.0,6.8,8
TriStar Pictures,Distrito 9 ,Sudáfrica,81792.0,6.8,8
Peter Jackson,Distrito 9 ,Sudáfrica,81792.0,6.8,8
Pixar Animation Studios,Up ,Estados Unidos,143066.0,7.9,8
Walt Disney Pictures,Up ,Estados Unidos,143066.0,7.9,8
Pixar Animation Studios,Presto (C),Estados Unidos,13322.0,7.5,8
EFTI,Déjame entrar ,Suecia,59461.0,7.3,8
Walt Disney Pictures,WALL•E ,Estados Unidos,129027.0,7.9,8
Pixar Animation Studios,WALL•E ,Estados Unidos,129027.0,7.9,8
FortyFour Studios,WALL•E ,Estados Unidos,129027.0,7.9,8
Dark Prince,Skhizein (C),Francia,6735.0,7.5,8
Warner Bros.,Zodiac ,Estados Unidos,68516.0,6.8,8
Paramount Pictures,Zodiac ,Estados Unidos,68516.0,6.8,8
Phoenix Pictures,Zodiac ,Estados Unidos,68516.0,6.8,8
BBC Film,Promesas del este ,Reino Unido,58367.0,7.4,8
Astral Media,Promesas del este ,Reino Unido,58367.0,7.4,8
Corus Entertainment,Promesas del este ,Reino Unido,58367.0,7.4,8
Téléfilm Canada,Promesas del este ,Reino Unido,58367.0,7.4,8
Kudos Productions,Promesas del este ,Reino Unido,58367.0,7.4,8
Serendipity Point Films,Promesas del este ,Reino Unido,58367.0,7.4,8
Scion Films,Promesas del este ,Reino Unido,58367.0,7.4,8
Shine Pictures,Promesas del este ,Reino Unido,58367.0,7.4,8
Focus Features,Promesas del este ,Reino Unido,58367.0,7.4,8
Universal Pictures,American Gangster ,Estados Unidos,77166.0,7.6,8
Imagine Entertainment,American Gangster ,Estados Unidos,77166.0,7.6,8
Relativity Studios,American Gangster ,Estados Unidos,77166.0,7.6,8
Scott Free Productions,American Gangster ,Estados Unidos,77166.0,7.6,8
Touchstone Pictures,El truco final (El prestigio) ,Estados Unidos,96108.0,7.4,8
Warner Bros.,El truco final (El prestigio) ,Estados Unidos,96108.0,7.4,8
El Deseo,Volver ,España,71652.0,7.1,8
Pixar Animation Studios,El hombre orquesta (C),Estados Unidos,8503.0,7.0,8
Dimension Films,Sin City (Ciudad del pecado) ,Estados Unidos,120650.0,7.4,8
Troublemaker Studios,Sin City (Ciudad del pecado) ,Estados Unidos,120650.0,7.4,8
Warner Bros.,V de Vendetta ,Estados Unidos,130936.0,7.5,8
Silver Pictures,V de Vendetta ,Estados Unidos,130936.0,7.5,8
DC Comics,V de Vendetta ,Estados Unidos,130936.0,7.5,8
Lilly Wachowski,V de Vendetta ,Estados Unidos,130936.0,7.5,8
Lana Wachowski,V de Vendetta ,Estados Unidos,130936.0,7.5,8
Hermanas Wachowski,V de Vendetta ,Estados Unidos,130936.0,7.5,8
Warner Bros.,V de Vendetta ,Estados Unidos,130936.0,7.5,8
Focus Features,Brokeback Mountain (En terreno vedado) ,Estados Unidos,78578.0,7.0,8
River Road Entertainment,Brokeback Mountain (En terreno vedado) ,Estados Unidos,78578.0,7.0,8
Good Machine,Brokeback Mountain (En terreno vedado) ,Estados Unidos,78578.0,7.0,8
Alberta Filmworks,Brokeback Mountain (En terreno vedado) ,Estados Unidos,78578.0,7.0,8
New Line Cinema,Una historia de violencia ,Estados Unidos,58701.0,7.1,8
BenderSpink,Una historia de violencia ,Estados Unidos,58701.0,7.1,8
Studio Ghibli,El castillo ambulante ,Japón,59390.0,7.8,8
Hayao Miyazaki,El castillo ambulante ,Japón,59390.0,7.8,8
New Line Cinema,El efecto mariposa ,Estados Unidos,105738.0,7.3,8
Warner Bros.,Million Dollar Baby ,Estados Unidos,166100.0,8.0,8
Lakeshore Entertainment,Million Dollar Baby ,Estados Unidos,166100.0,8.0,8
Malpaso Productions,Million Dollar Baby ,Estados Unidos,166100.0,8.0,8
Albert S. Ruddy Productions,Million Dollar Baby ,Estados Unidos,166100.0,8.0,8
Epsilon Motion Pictures,Million Dollar Baby ,Estados Unidos,166100.0,8.0,8
Studiocanal,Million Dollar Baby ,Estados Unidos,166100.0,8.0,8
DreamWorks SKG,Shrek 2 ,Estados Unidos,130973.0,7.0,8
Pacific Data Images (PDI),Shrek 2 ,Estados Unidos,130973.0,7.0,8
DreamWorks Animation,Shrek 2 ,Estados Unidos,130973.0,7.0,8
Castelao Productions,El maquinista ,España,54370.0,7.1,8
Galatée Films,Los chicos del coro ,Francia,84601.0,7.6,8
Pathé Renn Productions,Los chicos del coro ,Francia,84601.0,7.6,8
France 2 Cinema,Los chicos del coro ,Francia,84601.0,7.6,8
Novo Arturo Films,Los chicos del coro ,Francia,84601.0,7.6,8
CNC,Los chicos del coro ,Francia,84601.0,7.6,8
Vega Film,Los chicos del coro ,Francia,84601.0,7.6,8
Canal+,Los chicos del coro ,Francia,84601.0,7.6,8
Lionsgate,Saw ,Estados Unidos,106083.0,7.2,8
Walt Disney Feature Animation,Destino. El encuentro de dos grandes genios (C),Estados Unidos,2377.0,6.9,8
Walt Disney Pictures,Destino. El encuentro de dos grandes genios (C),Estados Unidos,2377.0,6.9,8
Walt Disney Pictures,Buscando a Nemo ,Estados Unidos,142625.0,7.5,8
Pixar Animation Studios,Buscando a Nemo ,Estados Unidos,142625.0,7.5,8
Pixar Animation Studios,Saltando (C),Estados Unidos,4199.0,6.0,8
El Deseo,Mi vida sin mí ,España,58656.0,7.6,8
Milestone Entertainment,Mi vida sin mí ,España,58656.0,7.6,8
Antena 3 Televisión,Mi vida sin mí ,España,58656.0,7.6,8
Vía Digital,Mi vida sin mí ,España,58656.0,7.6,8
R.P. Productions,El pianista ,Reino Unido,152432.0,8.2,8
Heritage Films,El pianista ,Reino Unido,152432.0,8.2,8
Studio Babelsberg,El pianista ,Reino Unido,152432.0,8.2,8
Runteam Ltd,El pianista ,Reino Unido,152432.0,8.2,8
Zanuck Company,Camino a la perdición ,Estados Unidos,83563.0,7.6,8
DreamWorks SKG,Camino a la perdición ,Estados Unidos,83563.0,7.6,8
20th Century Fox,Camino a la perdición ,Estados Unidos,83563.0,7.6,8
DreamWorks SKG,Atrápame si puedes ,Estados Unidos,88390.0,7.3,8
Kemp Company,Atrápame si puedes ,Estados Unidos,88390.0,7.3,8
Splendid Pictures,Atrápame si puedes ,Estados Unidos,88390.0,7.3,8
Parkes+MacDonald Image Nation,Atrápame si puedes ,Estados Unidos,88390.0,7.3,8
Amblin Entertainment,Atrápame si puedes ,Estados Unidos,88390.0,7.3,8
Muse Entertainment,Atrápame si puedes ,Estados Unidos,88390.0,7.3,8
DreamWorks SKG,The Ring (La señal) ,Estados Unidos,75819.0,6.4,8
BenderSpink,The Ring (La señal) ,Estados Unidos,75819.0,6.4,8
El Deseo,Hable con ella ,España,55253.0,7.1,8
Claudie Ossard,Amélie ,Francia,156995.0,7.8,8
UGC Images,Amélie ,Francia,156995.0,7.8,8
Walt Disney Pictures,"Monstruos, S.A. ",Estados Unidos,144072.0,7.6,8
Pixar Animation Studios,"Monstruos, S.A. ",Estados Unidos,144072.0,7.6,8
New Line Cinema,Yo soy Sam ,Estados Unidos,37948.0,7.4,8
Cruise-Wagner Productions,Los otros ,España,149560.0,7.5,8
Sogecine,Los otros ,España,149560.0,7.5,8
Canal+ España,Los otros ,España,149560.0,7.5,8
Sogepaq,Los otros ,España,149560.0,7.5,8
Dimension Films,Los otros ,España,149560.0,7.5,8
Las Producciones del Escorpión,Los otros ,España,149560.0,7.5,8
Miramax,Los otros ,España,149560.0,7.5,8
Warner Bros. Home Entertainment,"Stanley Kubrick, una vida en imágenes ",Estados Unidos,2793.0,7.2,8
Wingnut Films,El señor de los anillos: La comunidad del anillo ,Nueva Zelanda,191813.0,8.0,8
New Line Cinema,El señor de los anillos: La comunidad del anillo ,Nueva Zelanda,191813.0,8.0,8
20th Century Fox,Náufrago ,Estados Unidos,85477.0,7.2,8
DreamWorks SKG,Náufrago ,Estados Unidos,85477.0,7.2,8
ImageMovers,Náufrago ,Estados Unidos,85477.0,7.2,8
Playtone,Náufrago ,Estados Unidos,85477.0,7.2,8
Working Title Films,Billy Elliot (Quiero bailar) ,Reino Unido,71470.0,7.4,8
BBC Film,Billy Elliot (Quiero bailar) ,Reino Unido,71470.0,7.4,8
The Arts Council,Billy Elliot (Quiero bailar) ,Reino Unido,71470.0,7.4,8
WT2,Billy Elliot (Quiero bailar) ,Reino Unido,71470.0,7.4,8
Warner Bros.,La milla verde ,Estados Unidos,108208.0,7.9,8
Castle Rock Entertainment,La milla verde ,Estados Unidos,108208.0,7.9,8
Centropolis Film Productions,Nivel 13 ,Estados Unidos,12498.0,6.6,8
Columbia Pictures,Nivel 13 ,Estados Unidos,12498.0,6.6,8
Roland Emmerich,Nivel 13 ,Estados Unidos,12498.0,6.6,8
Alliance Atlantis Communications,eXistenZ ,Canadá,13493.0,6.2,8
Serendipity Point Films,eXistenZ ,Canadá,13493.0,6.2,8
Natural Nylon Entertainment,eXistenZ ,Canadá,13493.0,6.2,8
Dimension Films,eXistenZ ,Canadá,13493.0,6.2,8
Canadian Television Fund,eXistenZ ,Canadá,13493.0,6.2,8
The Harold Greenberg Fund,eXistenZ ,Canadá,13493.0,6.2,8
The Movie Network (TMN),eXistenZ ,Canadá,13493.0,6.2,8
Téléfilm Canada,eXistenZ ,Canadá,13493.0,6.2,8
UGC Images,eXistenZ ,Canadá,13493.0,6.2,8
David Cronenberg,eXistenZ ,Canadá,13493.0,6.2,8
Warner Bros.,Matrix ,Estados Unidos,195470.0,7.9,8
Village Roadshow,Matrix ,Estados Unidos,195470.0,7.9,8
Groucho Film Partnership,Matrix ,Estados Unidos,195470.0,7.9,8
Joel Silver,Matrix ,Estados Unidos,195470.0,7.9,8
New Line Cinema,Dark City ,Estados Unidos,27807.0,6.9,8
Mystery Clock Cinema,Dark City ,Estados Unidos,27807.0,6.9,8
20th Century Fox,Algo pasa con Mary ,Estados Unidos,155672.0,6.2,8
Paramount Pictures,El show de Truman ,Estados Unidos,124766.0,7.7,8
Scott Rudin Productions,El show de Truman ,Estados Unidos,124766.0,7.7,8
DreamWorks SKG,Salvar al soldado Ryan ,Estados Unidos,140998.0,7.8,8
Paramount Pictures,Salvar al soldado Ryan ,Estados Unidos,140998.0,7.8,8
Amblin Entertainment,Salvar al soldado Ryan ,Estados Unidos,140998.0,7.8,8
Wega-Film,Funny Games ,Austria,41919.0,7.4,8
Las Producciones del Escorpión,Abre los ojos ,España,71314.0,7.3,8
Sogetel,Abre los ojos ,España,71314.0,7.3,8
Les Films Alain Sarde,Abre los ojos ,España,71314.0,7.3,8
Lucky Red,Abre los ojos ,España,71314.0,7.3,8
Melampo Cinematografica,La vida es bella ,Italia,191169.0,8.5,8
Cecchi Gori Group Tiger Cinematografica,La vida es bella ,Italia,191169.0,8.5,8
Miramax,La vida es bella ,Italia,191169.0,8.5,8
Cube Libre,Cube ,Canadá,74630.0,7.0,8
The Feature Film Project,Cube ,Canadá,74630.0,7.0,8
The Harold Greenberg Fund,Cube ,Canadá,74630.0,7.0,8
Odeon Films,Cube ,Canadá,74630.0,7.0,8
Ontario Film Development Corporation,Cube ,Canadá,74630.0,7.0,8
Téléfilm Canada,Cube ,Canadá,74630.0,7.0,8
Viacom Canada,Cube ,Canadá,74630.0,7.0,8
Warner Bros.,Sleepers ,Estados Unidos,46298.0,7.4,8
Propaganda Films,Sleepers ,Estados Unidos,46298.0,7.4,8
Baltimore Pictures,Sleepers ,Estados Unidos,46298.0,7.4,8
Polygram Filmed Entertainment,Sleepers ,Estados Unidos,46298.0,7.4,8
Warner Bros.,Sleepers ,Estados Unidos,46298.0,7.4,8
Film4 Productions,Trainspotting ,Reino Unido,136641.0,8.1,8
Figment Film,Trainspotting ,Reino Unido,136641.0,8.1,8
The Noel Gay Motion Picture Company,Trainspotting ,Reino Unido,136641.0,8.1,8
Polygram Filmed Entertainment,Sospechosos habituales ,Estados Unidos,86237.0,8.0,8
Spelling Films,Sospechosos habituales ,Estados Unidos,86237.0,8.0,8
Pixar Animation Studios,Toy Story ,Estados Unidos,159007.0,7.7,8
Walt Disney Pictures,Toy Story ,Estados Unidos,159007.0,7.7,8
El Deseo,La flor de mi secreto ,España,10644.0,6.3,8
Ciby 2000,La flor de mi secreto ,España,10644.0,6.3,8
Warner Bros.,Los puentes de Madison ,Estados Unidos,76553.0,7.5,8
Amblin Entertainment,Los puentes de Madison ,Estados Unidos,76553.0,7.5,8
Malpaso Productions,Los puentes de Madison ,Estados Unidos,76553.0,7.5,8
Miramax,Pulp Fiction ,Estados Unidos,201917.0,8.6,8
