generos,titulo,votos,votacion,nota
Cine independiente USA,La noche de los muertos vivientes ,36284.0,7.1,7
Animación,El libro de la selva ,43070.0,7.2,7
Aventuras,El libro de la selva ,43070.0,7.2,7
Musical,El libro de la selva ,43070.0,7.2,7
Comedia,El libro de la selva ,43070.0,7.2,7
Infantil,El libro de la selva ,43070.0,7.2,7
Western,"El bueno, el feo y el malo ",66945.0,8.2,7
Spaghetti Western,"El bueno, el feo y el malo ",66945.0,8.2,7
Guerra de Secesión,"El bueno, el feo y el malo ",66945.0,8.2,7
Película de culto,"El bueno, el feo y el malo ",66945.0,8.2,7
Drama,Persona ,23884.0,8.1,7
Intriga,Persona ,23884.0,8.1,7
Teatro,Persona ,23884.0,8.1,7
Película de culto,Persona ,23884.0,8.1,7
Musical,Sonrisas y lágrimas ,57972.0,6.9,7
Drama,Sonrisas y lágrimas ,57972.0,6.9,7
Familia,Sonrisas y lágrimas ,57972.0,6.9,7
Años 30,Sonrisas y lágrimas ,57972.0,6.9,7
Música,Sonrisas y lágrimas ,57972.0,6.9,7
Musical,Mary Poppins ,91375.0,7.1,7
Infantil,Mary Poppins ,91375.0,7.1,7
Fantástico,Mary Poppins ,91375.0,7.1,7
Comedia,Mary Poppins ,91375.0,7.1,7
Cine familiar,Mary Poppins ,91375.0,7.1,7
Años 1900 (circa),Mary Poppins ,91375.0,7.1,7
Animación,Merlín el encantador ,27266.0,7.1,7
Fantástico,Merlín el encantador ,27266.0,7.1,7
Aventuras,Merlín el encantador ,27266.0,7.1,7
Fantasía medieval,Merlín el encantador ,27266.0,7.1,7
Espada y brujería,Merlín el encantador ,27266.0,7.1,7
Magia,Merlín el encantador ,27266.0,7.1,7
Ciencia ficción,El muelle (La Jetée) ,11853.0,7.9,7
Fantástico,El muelle (La Jetée) ,11853.0,7.9,7
Mediometraje,El muelle (La Jetée) ,11853.0,7.9,7
Viajes en el tiempo,El muelle (La Jetée) ,11853.0,7.9,7
Holocausto nuclear,El muelle (La Jetée) ,11853.0,7.9,7
Cine experimental,El muelle (La Jetée) ,11853.0,7.9,7
Futuro postapocalíptico,El muelle (La Jetée) ,11853.0,7.9,7
Western,El hombre que mató a Liberty Valance ,34489.0,8.3,7
Película de culto,El hombre que mató a Liberty Valance ,34489.0,8.3,7
Drama judicial / Abogados/as,El hombre que mató a Liberty Valance ,34489.0,8.3,7
Drama,¿Vencedores o vencidos? (El juicio de Nuremberg) ,13057.0,8.2,7
Drama judicial / Abogados/as,¿Vencedores o vencidos? (El juicio de Nuremberg) ,13057.0,8.2,7
Histórico,¿Vencedores o vencidos? (El juicio de Nuremberg) ,13057.0,8.2,7
Nazismo,¿Vencedores o vencidos? (El juicio de Nuremberg) ,13057.0,8.2,7
Holocausto,¿Vencedores o vencidos? (El juicio de Nuremberg) ,13057.0,8.2,7
Años 40,¿Vencedores o vencidos? (El juicio de Nuremberg) ,13057.0,8.2,7
II Guerra Mundial,¿Vencedores o vencidos? (El juicio de Nuremberg) ,13057.0,8.2,7
Animación,101 dálmatas ,79312.0,6.5,7
Aventuras,101 dálmatas ,79312.0,6.5,7
Infantil,101 dálmatas ,79312.0,6.5,7
Animales,101 dálmatas ,79312.0,6.5,7
Perros/Lobos,101 dálmatas ,79312.0,6.5,7
Comedia,"Uno, dos, tres ",27028.0,8.2,7
Sátira,"Uno, dos, tres ",27028.0,8.2,7
Guerra Fría,"Uno, dos, tres ",27028.0,8.2,7
Aventuras,Espartaco ,68871.0,8.0,7
Acción,Espartaco ,68871.0,8.0,7
Drama,Espartaco ,68871.0,8.0,7
Antigua Roma,Espartaco ,68871.0,8.0,7
Esclavitud,Espartaco ,68871.0,8.0,7
Biográfico,Espartaco ,68871.0,8.0,7
Histórico,Espartaco ,68871.0,8.0,7
Cine épico,Espartaco ,68871.0,8.0,7
Terror,Los ojos sin rostro ,6089.0,7.4,7
Thriller,Los ojos sin rostro ,6089.0,7.4,7
Crimen,Los ojos sin rostro ,6089.0,7.4,7
Asesinos en serie,Los ojos sin rostro ,6089.0,7.4,7
Película de culto,Los ojos sin rostro ,6089.0,7.4,7
Terror,El pueblo de los malditos ,5870.0,7.0,7
Extraterrestres,El pueblo de los malditos ,5870.0,7.0,7
Serie B,El pueblo de los malditos ,5870.0,7.0,7
Comedia,El apartamento ,81272.0,8.4,7
Romance,El apartamento ,81272.0,8.4,7
Drama,El apartamento ,81272.0,8.4,7
Comedia dramática,El apartamento ,81272.0,8.4,7
Navidad,El apartamento ,81272.0,8.4,7
Película de culto,El apartamento ,81272.0,8.4,7
Nochevieja / Año nuevo,El apartamento ,81272.0,8.4,7
Comedia,Con faldas y a lo loco ,82705.0,8.3,7
Años 20,Con faldas y a lo loco ,82705.0,8.3,7
Mafia,Con faldas y a lo loco ,82705.0,8.3,7
Remake,Con faldas y a lo loco ,82705.0,8.3,7
Película de culto,Con faldas y a lo loco ,82705.0,8.3,7
Aventuras,Ben-Hur ,67231.0,7.9,7
Drama,Ben-Hur ,67231.0,7.9,7
Cine épico,Ben-Hur ,67231.0,7.9,7
Antigua Roma,Ben-Hur ,67231.0,7.9,7
Esclavitud,Ben-Hur ,67231.0,7.9,7
Amistad,Ben-Hur ,67231.0,7.9,7
Religión,Ben-Hur ,67231.0,7.9,7
Venganza,Ben-Hur ,67231.0,7.9,7
Remake,Ben-Hur ,67231.0,7.9,7
Intriga,Vértigo (De entre los muertos) ,71213.0,8.2,7
Drama psicológico,Vértigo (De entre los muertos) ,71213.0,8.2,7
Thriller psicológico,Vértigo (De entre los muertos) ,71213.0,8.2,7
Película de culto,Vértigo (De entre los muertos) ,71213.0,8.2,7
Bélico,El puente sobre el río Kwai ,49982.0,7.8,7
Aventuras,El puente sobre el río Kwai ,49982.0,7.8,7
II Guerra Mundial,El puente sobre el río Kwai ,49982.0,7.8,7
Ejército,El puente sobre el río Kwai ,49982.0,7.8,7
Drama carcelario,El puente sobre el río Kwai ,49982.0,7.8,7
Ciencia ficción,El increíble hombre menguante ,14199.0,7.6,7
Fantástico,El increíble hombre menguante ,14199.0,7.6,7
Serie B,El increíble hombre menguante ,14199.0,7.6,7
Película de culto,El increíble hombre menguante ,14199.0,7.6,7
Intriga,Las diabólicas ,10651.0,8.0,7
Thriller,Las diabólicas ,10651.0,8.0,7
Terror,Las diabólicas ,10651.0,8.0,7
Crimen,Las diabólicas ,10651.0,8.0,7
Thriller psicológico,Las diabólicas ,10651.0,8.0,7
Película de culto,Las diabólicas ,10651.0,8.0,7
Animación,La dama y el vagabundo ,28430.0,6.7,7
Infantil,La dama y el vagabundo ,28430.0,6.7,7
Perros/Lobos,La dama y el vagabundo ,28430.0,6.7,7
Intriga,La ventana indiscreta ,77244.0,8.2,7
Espionaje,La ventana indiscreta ,77244.0,8.2,7
Película de culto,La ventana indiscreta ,77244.0,8.2,7
Fotografía,La ventana indiscreta ,77244.0,8.2,7
Comedia,Vacaciones en Roma ,34221.0,7.9,7
Romance,Vacaciones en Roma ,34221.0,7.9,7
Comedia romántica,Vacaciones en Roma ,34221.0,7.9,7
Periodismo,Vacaciones en Roma ,34221.0,7.9,7
Animación,Peter Pan ,33347.0,7.1,7
Fantástico,Peter Pan ,33347.0,7.1,7
Aventuras,Peter Pan ,33347.0,7.1,7
Infantil,Peter Pan ,33347.0,7.1,7
Piratas,Peter Pan ,33347.0,7.1,7
Cuentos,Peter Pan ,33347.0,7.1,7
Musical,Cantando bajo la lluvia ,48175.0,8.1,7
Comedia,Cantando bajo la lluvia ,48175.0,8.1,7
Romance,Cantando bajo la lluvia ,48175.0,8.1,7
Cine dentro del cine,Cantando bajo la lluvia ,48175.0,8.1,7
Años 20,Cantando bajo la lluvia ,48175.0,8.1,7
Baile,Cantando bajo la lluvia ,48175.0,8.1,7
Sátira,Cantando bajo la lluvia ,48175.0,8.1,7
Western,Solo ante el peligro ,27702.0,8.1,7
Intriga,Solo ante el peligro ,27702.0,8.1,7
Drama,Un tranvía llamado Deseo ,30882.0,8.0,7
Drama sureño,Un tranvía llamado Deseo ,30882.0,8.0,7
Drama,"Alemania, año cero ",8014.0,8.0,7
Infancia,"Alemania, año cero ",8014.0,8.0,7
II Guerra Mundial,"Alemania, año cero ",8014.0,8.0,7
Neorrealismo,"Alemania, año cero ",8014.0,8.0,7
Drama,Ladrón de bicicletas ,36025.0,8.3,7
Neorrealismo,Ladrón de bicicletas ,36025.0,8.3,7
Trabajo/empleo,Ladrón de bicicletas ,36025.0,8.3,7
Cine negro,La dama de Shanghai ,12468.0,7.7,7
Intriga,La dama de Shanghai ,12468.0,7.7,7
Cine negro,El sueño eterno ,23798.0,8.1,7
Intriga,El sueño eterno ,23798.0,8.1,7
Policíaco,El sueño eterno ,23798.0,8.1,7
Crimen,El sueño eterno ,23798.0,8.1,7
Drama,"Roma, ciudad abierta ",16942.0,8.2,7
Bélico,"Roma, ciudad abierta ",16942.0,8.2,7
II Guerra Mundial,"Roma, ciudad abierta ",16942.0,8.2,7
Neorrealismo,"Roma, ciudad abierta ",16942.0,8.2,7
Basado en hechos reales,"Roma, ciudad abierta ",16942.0,8.2,7
Cine negro,Tener y no tener ,13056.0,7.9,7
Intriga,Tener y no tener ,13056.0,7.9,7
Thriller,Tener y no tener ,13056.0,7.9,7
II Guerra Mundial,Tener y no tener ,13056.0,7.9,7
Comedia,Arsénico por compasión ,24165.0,8.0,7
Comedia negra,Arsénico por compasión ,24165.0,8.0,7
Comedia screwball,Arsénico por compasión ,24165.0,8.0,7
Crimen,Arsénico por compasión ,24165.0,8.0,7
Asesinos en serie,Arsénico por compasión ,24165.0,8.0,7
Drama,Casablanca ,97855.0,8.4,7
Romance,Casablanca ,97855.0,8.4,7
Drama romántico,Casablanca ,97855.0,8.4,7
II Guerra Mundial,Casablanca ,97855.0,8.4,7
África,Casablanca ,97855.0,8.4,7
Nazismo,Casablanca ,97855.0,8.4,7
Drama,Ciudadano Kane ,79351.0,8.2,7
Periodismo,Ciudadano Kane ,79351.0,8.2,7
Película de culto,Ciudadano Kane ,79351.0,8.2,7
Nochevieja / Año nuevo,Ciudadano Kane ,79351.0,8.2,7
Serie de TV,Tom y Jerry (Serie de TV),31772.0,6.8,7
Animación,Tom y Jerry (Serie de TV),31772.0,6.8,7
Comedia,Tom y Jerry (Serie de TV),31772.0,6.8,7
Infantil,Tom y Jerry (Serie de TV),31772.0,6.8,7
Gatos,Tom y Jerry (Serie de TV),31772.0,6.8,7
Roedores,Tom y Jerry (Serie de TV),31772.0,6.8,7
Tom y Jerry,Tom y Jerry (Serie de TV),31772.0,6.8,7
Animación,El aprendiz de brujo (C),12186.0,7.6,7
Fantástico,El aprendiz de brujo (C),12186.0,7.6,7
Magia,El aprendiz de brujo (C),12186.0,7.6,7
Música,El aprendiz de brujo (C),12186.0,7.6,7
Mickey Mouse,El aprendiz de brujo (C),12186.0,7.6,7
Cortometraje (animación),El aprendiz de brujo (C),12186.0,7.6,7
Animación,Fantasía ,29234.0,7.4,7
Musical,Fantasía ,29234.0,7.4,7
Fantástico,Fantasía ,29234.0,7.4,7
Infantil,Fantasía ,29234.0,7.4,7
Música,Fantasía ,29234.0,7.4,7
Cine familiar,Fantasía ,29234.0,7.4,7
Mickey Mouse,Fantasía ,29234.0,7.4,7
Película de episodios,Fantasía ,29234.0,7.4,7
Animación,Pinocho ,43870.0,6.8,7
Fantástico,Pinocho ,43870.0,6.8,7
Infantil,Pinocho ,43870.0,6.8,7
Drama,Pinocho ,43870.0,6.8,7
Musical,Pinocho ,43870.0,6.8,7
Cuentos,Pinocho ,43870.0,6.8,7
Romance,Ninotchka ,15077.0,8.0,7
Comedia,Ninotchka ,15077.0,8.0,7
Comedia romántica,Ninotchka ,15077.0,8.0,7
Comedia screwball,Ninotchka ,15077.0,8.0,7
Comedia sofisticada,Ninotchka ,15077.0,8.0,7
Animación,Blancanieves y los siete enanitos ,83590.0,6.8,7
Fantástico,Blancanieves y los siete enanitos ,83590.0,6.8,7
Musical,Blancanieves y los siete enanitos ,83590.0,6.8,7
Infantil,Blancanieves y los siete enanitos ,83590.0,6.8,7
Celos,Blancanieves y los siete enanitos ,83590.0,6.8,7
Brujería,Blancanieves y los siete enanitos ,83590.0,6.8,7
Cuentos,Blancanieves y los siete enanitos ,83590.0,6.8,7
Terror,Drácula ,7701.0,7.1,7
Vampiros,Drácula ,7701.0,7.1,7
Thriller,"M, el vampiro de Düsseldorf ",20757.0,8.3,7
Intriga,"M, el vampiro de Düsseldorf ",20757.0,8.3,7
Crimen,"M, el vampiro de Düsseldorf ",20757.0,8.3,7
Asesinos en serie,"M, el vampiro de Düsseldorf ",20757.0,8.3,7
Expresionismo alemán,"M, el vampiro de Düsseldorf ",20757.0,8.3,7
Película de culto,"M, el vampiro de Düsseldorf ",20757.0,8.3,7
Animación,Mickey Mouse: El botero Willie (C),4584.0,6.9,7
Comedia,Mickey Mouse: El botero Willie (C),4584.0,6.9,7
Musical,Mickey Mouse: El botero Willie (C),4584.0,6.9,7
Mickey Mouse,Mickey Mouse: El botero Willie (C),4584.0,6.9,7
Cortometraje (animación),Mickey Mouse: El botero Willie (C),4584.0,6.9,7
Drama,La pasión de Juana de Arco ,10134.0,8.3,7
Histórico,La pasión de Juana de Arco ,10134.0,8.3,7
Cine mudo,La pasión de Juana de Arco ,10134.0,8.3,7
Siglo XV,La pasión de Juana de Arco ,10134.0,8.3,7
Religión,La pasión de Juana de Arco ,10134.0,8.3,7
Película de culto,La pasión de Juana de Arco ,10134.0,8.3,7
Intriga,Llaman a la puerta ,6549.0,5.8,6
Thriller,Llaman a la puerta ,6549.0,5.8,6
Terror,Llaman a la puerta ,6549.0,5.8,6
Drama,Llaman a la puerta ,6549.0,5.8,6
Fin del mundo,Llaman a la puerta ,6549.0,5.8,6
Documental,Harry Potter: Regreso a Hogwarts (TV),4063.0,6.8,6
Documental sobre cine,Harry Potter: Regreso a Hogwarts (TV),4063.0,6.8,6
Telefilm,Harry Potter: Regreso a Hogwarts (TV),4063.0,6.8,6
Intriga,Nop ,13397.0,6.0,6
Fantástico,Nop ,13397.0,6.0,6
Terror,Nop ,13397.0,6.0,6
Extraterrestres,Nop ,13397.0,6.0,6
Caballos,Nop ,13397.0,6.0,6
Animales,Nop ,13397.0,6.0,6
Vida rural (Norteamérica),Nop ,13397.0,6.0,6
Comedia,Metal Lords ,3061.0,5.8,6
Drama,Metal Lords ,3061.0,5.8,6
Amistad,Metal Lords ,3061.0,5.8,6
Música,Metal Lords ,3061.0,5.8,6
Adolescencia,Metal Lords ,3061.0,5.8,6
Colegios & Universidad,Metal Lords ,3061.0,5.8,6
Enfermedad,Metal Lords ,3061.0,5.8,6
Terror,Smile ,11009.0,6.0,6
Thriller,Smile ,11009.0,6.0,6
Thriller psicológico,Smile ,11009.0,6.0,6
Ciencia ficción,Crímenes del futuro ,4287.0,5.7,6
Drama,Crímenes del futuro ,4287.0,5.7,6
Terror,Crímenes del futuro ,4287.0,5.7,6
Cyberpunk,Crímenes del futuro ,4287.0,5.7,6
Crimen,Crímenes del futuro ,4287.0,5.7,6
Serie de TV,Fiasco total: Woodstock 99 (Miniserie de TV),2528.0,6.7,6
Documental,Fiasco total: Woodstock 99 (Miniserie de TV),2528.0,6.7,6
Miniserie de TV,Fiasco total: Woodstock 99 (Miniserie de TV),2528.0,6.7,6
Conciertos,Fiasco total: Woodstock 99 (Miniserie de TV),2528.0,6.7,6
Documental sobre música,Fiasco total: Woodstock 99 (Miniserie de TV),2528.0,6.7,6
Terror,El gabinete de curiosidades: Ratas de cementerio (TV),3365.0,5.9,6
Comedia,El gabinete de curiosidades: Ratas de cementerio (TV),3365.0,5.9,6
Roedores,El gabinete de curiosidades: Ratas de cementerio (TV),3365.0,5.9,6
Episodio de TV,El gabinete de curiosidades: Ratas de cementerio (TV),3365.0,5.9,6
Thriller,El menú ,16893.0,6.2,6
Terror,El menú ,16893.0,6.2,6
Thriller psicológico,El menú ,16893.0,6.2,6
Comedia negra,El menú ,16893.0,6.2,6
Cocina,El menú ,16893.0,6.2,6
Terror,X ,8516.0,6.2,6
Años 70,X ,8516.0,6.2,6
Cine dentro del cine,X ,8516.0,6.2,6
Slasher,X ,8516.0,6.2,6
Sexualidad y pornografía,X ,8516.0,6.2,6
Crimen,X ,8516.0,6.2,6
Ciencia ficción,Avatar: El sentido del agua ,18984.0,6.7,6
Aventuras,Avatar: El sentido del agua ,18984.0,6.7,6
Fantástico,Avatar: El sentido del agua ,18984.0,6.7,6
Acción,Avatar: El sentido del agua ,18984.0,6.7,6
Familia,Avatar: El sentido del agua ,18984.0,6.7,6
Extraterrestres,Avatar: El sentido del agua ,18984.0,6.7,6
Secuela,Avatar: El sentido del agua ,18984.0,6.7,6
3-D,Avatar: El sentido del agua ,18984.0,6.7,6
Intriga,El gabinete de curiosidades: La apariencia (TV),2730.0,5.5,6
Comedia,El gabinete de curiosidades: La apariencia (TV),2730.0,5.5,6
Terror,El gabinete de curiosidades: La apariencia (TV),2730.0,5.5,6
