productores,titulo,votos,votacion,nota
Storm King Productions,Vampiros de John Carpenter ,13592.0,5.4,5
Spooky Tooth Productions,Vampiros de John Carpenter ,13592.0,5.4,5
Columbia Pictures,Vampiros de John Carpenter ,13592.0,5.4,5
Miramax,Shakespeare enamorado ,84600.0,6.5,5
Universal Pictures,Shakespeare enamorado ,84600.0,6.5,5
The Bedford Falls Company,Shakespeare enamorado ,84600.0,6.5,5
MCA Television,El joven Hércules (Serie de TV),3423.0,3.0,5
Renaissance Pictures,El joven Hércules (Serie de TV),3423.0,3.0,5
Sam Raimi,El joven Hércules (Serie de TV),3423.0,3.0,5
Laurence Mark Productions,Oliver Twist (TV),203.0,5.7,5
Walt Disney Television,Oliver Twist (TV),203.0,5.7,5
Columbia Pictures,Sé lo que hicisteis el último verano ,73642.0,4.6,5
Mandalay Entertainment,Sé lo que hicisteis el último verano ,73642.0,4.6,5
Walt Disney Pictures,Flubber y el profesor chiflado ,27610.0,4.3,5
Great Oaks Entertainment,Flubber y el profesor chiflado ,27610.0,4.3,5
Walt Disney Pictures,Hércules ,45615.0,6.7,5
Warner Bros.,Contact ,37760.0,6.6,5
South Side Amusement Company,Contact ,37760.0,6.6,5
Warner Bros.,Contact ,37760.0,6.6,5
Marea Films,Airbag ,46555.0,6.6,5
Asegarce Zinema,Airbag ,46555.0,6.6,5
Road Movies Britte Produktionen,Airbag ,46555.0,6.6,5
MGN Filmes,Airbag ,46555.0,6.6,5
Canal+ España,Airbag ,46555.0,6.6,5
ETB,Airbag ,46555.0,6.6,5
Degeto Film,Airbag ,46555.0,6.6,5
RTVE,Airbag ,46555.0,6.6,5
Bitter Films,Lily and Jim (C),701.0,6.4,5
Walt Disney Pictures,"Cariño, nos hemos encogido a nosotros mismos ",3805.0,3.4,5
20th Century Fox,Solo en casa 3 ,15781.0,2.9,5
Hughes Entertainment,Solo en casa 3 ,15781.0,2.9,5
TriStar Pictures,Matilda ,30574.0,5.9,5
Jersey Films,Matilda ,30574.0,5.9,5
Hartbreak Films,"Sabrina, cosas de brujas (Serie de TV)",20524.0,4.4,5
Viacom Productions,"Sabrina, cosas de brujas (Serie de TV)",20524.0,4.4,5
Finishing The Hat,"Sabrina, cosas de brujas (Serie de TV)",20524.0,4.4,5
Universal Pictures,Flipper ,7478.0,3.7,5
American Films,Flipper ,7478.0,3.7,5
The Bubble Factory,Flipper ,7478.0,3.7,5
Universal Pictures Television,"Xena, la princesa guerrera (Serie de TV)",18618.0,4.2,5
MCA Television,"Xena, la princesa guerrera (Serie de TV)",18618.0,4.2,5
Renaissance Pictures,"Xena, la princesa guerrera (Serie de TV)",18618.0,4.2,5
MCA Television,"Xena, la princesa guerrera (Serie de TV)",18618.0,4.2,5
Sam Raimi,"Xena, la princesa guerrera (Serie de TV)",18618.0,4.2,5
Universal Pictures,"Babe, el cerdito valiente ",30768.0,5.7,5
Kennedy Miller Productions,"Babe, el cerdito valiente ",30768.0,5.7,5
Universal Pictures,Casper ,33566.0,5.5,5
Amblin Entertainment,Casper ,33566.0,5.5,5
The Harvey Entertainment Company,Casper ,33566.0,5.5,5
Warner Bros.,Causa justa ,8507.0,5.9,5
Fountainbridge Films,Causa justa ,8507.0,5.9,5
Lee Rich Productions,Causa justa ,8507.0,5.9,5
Sean Connery,Causa justa ,8507.0,5.9,5
Universal Pictures,En busca del valle encantado III: La fuente de la vida ,2235.0,4.6,5
Pandora Film,Dead Man ,14910.0,6.9,5
Bac Films,Dead Man ,14910.0,6.9,5
Newmarket Capital Group,Dead Man ,14910.0,6.9,5
JVC Entertainment Networks,Dead Man ,14910.0,6.9,5
12 Gauge Productions,Dead Man ,14910.0,6.9,5
BRB Internacional,La banda de Mozart (Serie de TV),2108.0,4.5,5
RTVE,La banda de Mozart (Serie de TV),2108.0,4.5,5
Miramax,Cosas que hacer en Denver cuando estás muerto ,10118.0,6.7,5
Protocol Entertainment,Pesadillas de R.L. Stine (Serie de TV),5086.0,5.4,5
Scholastic Productions,Pesadillas de R.L. Stine (Serie de TV),5086.0,5.4,5
FOX,Pesadillas de R.L. Stine (Serie de TV),5086.0,5.4,5
Buena Vista Television,Gárgolas (Serie de TV),19984.0,6.4,5
Disney Television Animation,Gárgolas (Serie de TV),19984.0,6.4,5
Walt Disney Pictures,Ángeles ,1039.0,4.6,5
Caravan Pictures,Ángeles ,1039.0,4.6,5
Warner Bros.,Niño rico ,12387.0,3.5,5
Columbia Pictures,Atrapado en el tiempo ,74198.0,7.4,5
Trimark Pictures,Leprechaun: La noche del duende ,1443.0,3.8,5
Live Entertainment,Reservoir Dogs ,136882.0,8.1,5
Dog Eat Dog Productions,Reservoir Dogs ,136882.0,8.1,5
Lolafilms,"Jamón, jamón ",18460.0,5.4,5
Ovideo,"Jamón, jamón ",18460.0,5.4,5
Sogepaq,"Jamón, jamón ",18460.0,5.4,5
Columbia Pictures,Drácula de Bram Stoker ,88406.0,7.6,5
American Zoetrope,Drácula de Bram Stoker ,88406.0,7.6,5
Osiris Films,Drácula de Bram Stoker ,88406.0,7.6,5
Téléfilm Canada,El almuerzo desnudo ,7309.0,6.5,5
Recorded Picture Company (RPC),El almuerzo desnudo ,7309.0,6.5,5
Ontario Film Development Corporation,El almuerzo desnudo ,7309.0,6.5,5
Film Trustees Ltd,El almuerzo desnudo ,7309.0,6.5,5
Nippon Film Development and Finance,El almuerzo desnudo ,7309.0,6.5,5
20th Century Fox,El almuerzo desnudo ,7309.0,6.5,5
20th Century Fox,Durmiendo con su enemigo ,11411.0,5.5,5
Walt Disney Pictures,Colmillo blanco ,11659.0,5.7,5
Silver Screen Partners IV,Colmillo blanco ,11659.0,5.7,5
Buena Vista Pictures,Colmillo blanco ,11659.0,5.7,5
TriStar Pictures,Hook (El capitán Garfio) ,49786.0,6.3,5
Amblin Entertainment,Hook (El capitán Garfio) ,49786.0,6.3,5
Doric Productions,"Cariño, he encogido a los niños ",99840.0,5.1,5
Silver Screen Partners III,"Cariño, he encogido a los niños ",99840.0,5.1,5
Walt Disney Pictures,"Cariño, he encogido a los niños ",99840.0,5.1,5
Pixar Animation Studios,Knick Knack (C),4752.0,6.6,5
Universal Pictures,En busca del valle encantado ,33724.0,6.5,5
Amblin Entertainment,En busca del valle encantado ,33724.0,6.5,5
Great American Films Limited Partnership,Dirty Dancing ,74880.0,6.1,5
Vestron Pictures,Dirty Dancing ,74880.0,6.1,5
Vestron Pictures,Dirty Dancing ,74880.0,6.1,5
Paraíso Films,La casa de Bernarda Alba ,4194.0,6.5,5
Vista Organisation,La puerta ,1248.0,5.2,5
Alliance Communications,La puerta ,1248.0,5.2,5
Penélope P.C,El disputado voto del Sr. Cayo ,2386.0,6.4,5
Lolafilms,Tiempo de silencio ,1785.0,6.1,5
Morgana Films,Tiempo de silencio ,1785.0,6.1,5
Empire Pictures,Re-Animator ,6959.0,6.1,5
Re-Animator Productions Inc,Re-Animator ,6959.0,6.1,5
Amblin Entertainment,Los Goonies ,73322.0,7.3,5
Warner Bros.,Los Goonies ,73322.0,7.3,5
Universal Pictures,Brazil ,34825.0,7.3,5
Arnon Milchan Production,Brazil ,34825.0,7.3,5
Universal Pictures,El club de los cinco ,24321.0,6.8,5
A&M Films,El club de los cinco ,24321.0,6.8,5
Channel Productions,El club de los cinco ,24321.0,6.8,5
Universal Pictures,La mujer explosiva ,10629.0,5.1,5
Troma Films,El Vengador Tóxico ,6011.0,5.5,5
Tesauro,¿Qué he hecho yo para merecer esto! ,16724.0,7.1,5
Metro-Goldwyn-Mayer (MGM),2010: Odisea dos ,5604.0,6.0,5
Toei Animation,Oliver y Benji (Campeones) (Serie de TV),52768.0,6.5,5
Walt Disney Productions,Una Navidad con Mickey ,1755.0,6.9,5
Hanna-Barbera Productions,Los rescatadores (Serie de TV),99.0,5.2,5
NBC,Los rescatadores (Serie de TV),99.0,5.2,5
Warner Bros. Television,Los rescatadores (Serie de TV),99.0,5.2,5
Warner Bros.,Creepshow ,7483.0,6.2,5
Laurel Entertainment Inc,Creepshow ,7483.0,6.2,5
Enigma Films,Carros de fuego ,31376.0,7.1,5
David Puttnam,Carros de fuego ,31376.0,7.1,5
20th Century Fox,Carros de fuego ,31376.0,7.1,5
Allied Stars,Carros de fuego ,31376.0,7.1,5
Ladd Company,Atmósfera cero ,20419.0,6.7,5
Outland Productions,Atmósfera cero ,20419.0,6.7,5
Warner Bros.,Atmósfera cero ,20419.0,6.7,5
AVCO Embassy Pictures,1997: Rescate en Nueva York ,29496.0,6.1,5
International Film Investors,1997: Rescate en Nueva York ,29496.0,6.1,5
Goldcrest Films,1997: Rescate en Nueva York ,29496.0,6.1,5
Chessman Park Productions,Al final de la escalera ,27661.0,7.2,5
Asatsu DK,"Doraemon, el gato cósmico (Serie de TV)",33222.0,6.0,5
Shin-Ei Animation,"Doraemon, el gato cósmico (Serie de TV)",33222.0,6.0,5
TV Asahi,"Doraemon, el gato cósmico (Serie de TV)",33222.0,6.0,5
HandMade Films,La vida de Brian ,112846.0,7.9,5
Compass International Pictures,La noche de Halloween ,28631.0,6.7,5
Falcon International Productions,La noche de Halloween ,28631.0,6.7,5
John Carpenter,La noche de Halloween ,28631.0,6.7,5
Walt Disney Productions,Los rescatadores ,28337.0,6.2,5
Penta Films,¿Quién puede matar a un niño? ,13134.0,7.2,5
20th Century Fox,The Rocky Horror Picture Show ,37578.0,7.0,5
FC Producioni,Amarcord ,19483.0,8.0,5
PECF,Amarcord ,19483.0,8.0,5
Svenska Filminstitutet,Gritos y susurros ,9321.0,7.7,5
Cinematograph AB,Gritos y susurros ,9321.0,7.7,5
Svensk Filmindustri (SF),La hora del lobo ,6480.0,7.4,5
Elías Querejeta Producciones,Peppermint Frappé ,2097.0,6.6,5
Elías Querejeta,Peppermint Frappé ,2097.0,6.6,5
Martin Scorsese,The Big Shave (C),3402.0,5.7,5
Warner Bros. Television,El correcaminos (Serie de TV),23650.0,7.0,5
American Broadcasting Company (ABC),El correcaminos (Serie de TV),23650.0,7.0,5
CBS Productions,El correcaminos (Serie de TV),23650.0,7.0,5
Anglo Enterprises,Fahrenheit 451 ,19756.0,7.3,5
Vineyard Film,Fahrenheit 451 ,19756.0,7.3,5
Metro-Goldwyn-Mayer (MGM),Mi amigo Flipper ,938.0,4.4,5
Producciones Alatriste,El ángel exterminador ,25594.0,8.0,5
Filmgroup,La pequeña tienda de los horrores ,21266.0,6.7,5
Santa Clara Productions,La pequeña tienda de los horrores ,21266.0,6.7,5
Stanley Kubrick,Fear and desire (Miedo y deseo) ,2006.0,5.5,5
Republic Pictures,El hombre tranquilo ,30229.0,8.0,5
RKO Pathe Pictures,Flying Padre (C),840.0,4.8,5
Columbia Pictures,Superman (Miniserie de TV),93.0,6.2,5
Walt Disney Productions,Bambi ,73067.0,6.6,5
Laugh-O-Gram Studio,El gato con botas (C),99.0,4.5,5
Laugh-O-Gram Studio,Los músicos de Bremen (C),92.0,4.6,5
,El dirigible fantástico (C),165.0,5.1,5
Lumière,Llegada del tren a la estación de La Ciotat (C),6416.0,6.6,5
Lumière,Salida de los obreros de la fábrica Lumière (C),5213.0,6.3,5
Avalon P.C,Alcarràs ,11868.0,6.8,4
Elastica Films,Alcarràs ,11868.0,6.8,4
Vilaüt Films,Alcarràs ,11868.0,6.8,4
Kino Produzioni,Alcarràs ,11868.0,6.8,4
Movistar Plus+,Alcarràs ,11868.0,6.8,4
RTVE,Alcarràs ,11868.0,6.8,4
TV3,Alcarràs ,11868.0,6.8,4
Blinding Edge Pictures,Tiempo ,19252.0,5.6,4
Universal Pictures,Tiempo ,19252.0,5.6,4
Universal Pictures,Tiempo ,19252.0,5.6,4
Siren Pictures,El juego del calamar (Serie de TV),32227.0,7.0,4
Netflix,El juego del calamar (Serie de TV),32227.0,7.0,4
Chernin Entertainment,La calle del terror. Parte 1: 1994 ,7142.0,5.4,4
Chernin Entertainment,La calle del terror. Parte 1: 1994 ,7142.0,5.4,4
Netflix,La calle del terror. Parte 1: 1994 ,7142.0,5.4,4
Chernin Entertainment,La calle del terror (Miniserie de TV),1607.0,6.1,4
Netflix,La calle del terror (Miniserie de TV),1607.0,6.1,4
Chernin Entertainment,La calle del terror. Parte 2: 1978 ,5753.0,6.0,4
Leigh Janiak,La calle del terror. Parte 2: 1978 ,5753.0,6.0,4
20th Century Studios,La calle del terror. Parte 2: 1978 ,5753.0,6.0,4
Orion Pictures,Gretel y Hansel: Un oscuro cuento de hadas ,5241.0,5.0,4
Bron Studios,Gretel y Hansel: Un oscuro cuento de hadas ,5241.0,5.0,4
Automatik Entertainment,Gretel y Hansel: Un oscuro cuento de hadas ,5241.0,5.0,4
Screen Australia,2067 ,1899.0,4.0,4
Arcadia,2067 ,1899.0,4.0,4
Elevate Production Finance,2067 ,1899.0,4.0,4
Futurism Studios,2067 ,1899.0,4.0,4
Rocketboy,2067 ,1899.0,4.0,4
XYZ Films,2067 ,1899.0,4.0,4
South Australian Film Corporation,2067 ,1899.0,4.0,4
Create NSW,2067 ,1899.0,4.0,4
Freedom Films,2067 ,1899.0,4.0,4
The Adelaide Film Festival,2067 ,1899.0,4.0,4
Prointel,Urubú ,264.0,3.3,4
Alphaville Films,Cementerio de animales ,8931.0,5.0,4
Paramount Pictures,Cementerio de animales ,8931.0,5.0,4
Bambú Producciones,A pesar de todo ,5583.0,3.8,4
Cinephile Pictures,A pesar de todo ,5583.0,3.8,4
Netflix España,A pesar de todo ,5583.0,3.8,4
Atomic Monster,La monja ,11921.0,4.3,4
New Line Cinema,La monja ,11921.0,4.3,4
The Safran Company,La monja ,11921.0,4.3,4
James Wan,La monja ,11921.0,4.3,4
Warner Bros.,La monja ,11921.0,4.3,4
Universal Pictures,Green Book ,49428.0,7.6,4
Participant Media,Green Book ,49428.0,7.6,4
DreamWorks SKG,Green Book ,49428.0,7.6,4
Innisfree Pictures,Green Book ,49428.0,7.6,4
Wessler Entertainment,Green Book ,49428.0,7.6,4
Universal Pictures,Green Book ,49428.0,7.6,4
Big Talk Productions,Baby Driver ,31183.0,6.5,4
Media Rights Capital (MRC),Baby Driver ,31183.0,6.5,4
Working Title Films,Baby Driver ,31183.0,6.5,4
TriStar Pictures,Baby Driver ,31183.0,6.5,4
Double Negative,Baby Driver ,31183.0,6.5,4
Bold Films,Más fuerte que el destino ,2763.0,5.9,4
Lionsgate,Más fuerte que el destino ,2763.0,5.9,4
Mandeville Productions,Más fuerte que el destino ,2763.0,5.9,4
Lo hacemos y ya vemos,La llamada ,21920.0,5.7,4
Apache Films,La llamada ,21920.0,5.7,4
Sábado Películas,La llamada ,21920.0,5.7,4
Lighthouse Pictures,1922 ,7408.0,5.4,4
Campfire,1922 ,7408.0,5.4,4
Netflix,1922 ,7408.0,5.4,4
Regency Enterprises,La cura del bienestar ,9166.0,5.6,4
Regency Enterprises,La cura del bienestar ,9166.0,5.6,4
Blind Wink,La cura del bienestar ,9166.0,5.6,4
Serendipity Point Films,Below Her Mouth ,1081.0,5.0,4
Telecinco Cinema,Ocho apellidos catalanes ,34409.0,4.4,4
Lazonafilms,Ocho apellidos catalanes ,34409.0,4.4,4
Mogambo,Ocho apellidos catalanes ,34409.0,4.4,4
ImageMovers,El desafío (The Walk) ,16487.0,6.3,4
Sony Pictures Entertainment (SPE),El desafío (The Walk) ,16487.0,6.3,4
TriStar Productions,El desafío (The Walk) ,16487.0,6.3,4
EMA Films,Turbo Kid ,4644.0,5.9,4
Timpson Films,Turbo Kid ,4644.0,5.9,4
Epic Pictures,Turbo Kid ,4644.0,5.9,4
20th Century Fox,El corredor del laberinto: Las pruebas ,19137.0,5.2,4
Gotham Group,El corredor del laberinto: Las pruebas ,19137.0,5.2,4
TSG Entertainment,El corredor del laberinto: Las pruebas ,19137.0,5.2,4
Temple Hill Entertainment,El corredor del laberinto: Las pruebas ,19137.0,5.2,4
Laokoon Filmgroup,El hijo de Saúl ,12168.0,6.6,4
Taggart Productions,Círculo ,6992.0,5.5,4
Votiv Films,Círculo ,6992.0,5.5,4
Cross Creek Pictures,Black Mass: Estrictamente criminal ,17089.0,6.1,4
Le Grisbi Productions,Black Mass: Estrictamente criminal ,17089.0,6.1,4
RatPac-Dune Entertainment,Black Mass: Estrictamente criminal ,17089.0,6.1,4
Head Gear Films,Black Mass: Estrictamente criminal ,17089.0,6.1,4
Vendian Entertainment,Black Mass: Estrictamente criminal ,17089.0,6.1,4
Warner Bros.,Black Mass: Estrictamente criminal ,17089.0,6.1,4
Universal Cable Productions,Mr. Robot (Serie de TV),26271.0,7.4,4
Anonymous Content,Mr. Robot (Serie de TV),26271.0,7.4,4
USA Network,Mr. Robot (Serie de TV),26271.0,7.4,4
Walt Disney Pictures,Into the Woods ,11847.0,5.2,4
Lucamar Productions,Into the Woods ,11847.0,5.2,4
Entertainment One,Babadook ,26857.0,5.9,4
Causeway Films,Babadook ,26857.0,5.9,4
Smoking Gun Productions,Babadook ,26857.0,5.9,4
Focus Features,Mr. Turner ,5093.0,6.3,4
Film4 Productions,Mr. Turner ,5093.0,6.3,4
Thin Man Films,Mr. Turner ,5093.0,6.3,4
Xofa Productions,Mr. Turner ,5093.0,6.3,4
ABC Commercial,Stop at Nothing: The Lance Armstrong Story ,512.0,6.8,4
Passion Pictures,Stop at Nothing: The Lance Armstrong Story ,512.0,6.8,4
Burbuja Films,Namnala (C),102.0,5.7,4
Voltage Pictures,Déjate querer ,1423.0,4.6,4
Wonderland Sound and Vision,Déjate querer ,1423.0,4.6,4
Universal Pictures,Malditos vecinos ,15330.0,5.1,4
Point Grey Pictures,Malditos vecinos ,15330.0,5.1,4
Automatik Entertainment,La señal ,7719.0,5.2,4
Low Spark Films,La señal ,7719.0,5.2,4
Fox 2000 Pictures,El consejero ,12313.0,4.7,4
Scott Free Productions,El consejero ,12313.0,4.7,4
Nick Wechsler Productions,El consejero ,12313.0,4.7,4
Chockstone Pictures,El consejero ,12313.0,4.7,4
Film4 Productions,Under the Skin ,13035.0,5.8,4
Nick Wechsler Productions,Under the Skin ,13035.0,5.8,4
Enrique Cerezo P.C.,Las brujas de Zugarramurdi ,42612.0,5.6,4
La Ferme! Productions,Las brujas de Zugarramurdi ,42612.0,5.6,4
Screen Australia,Wolf Creek 2 ,2625.0,5.6,4
Duo Art Productions,Wolf Creek 2 ,2625.0,5.6,4
Emu Creek Pictures,Wolf Creek 2 ,2625.0,5.6,4
Roadshow Films,Wolf Creek 2 ,2625.0,5.6,4
Universal Pictures,The Purge: La noche de las bestias ,35494.0,5.1,4
Blumhouse Productions,The Purge: La noche de las bestias ,35494.0,5.1,4
Platinum Dunes,The Purge: La noche de las bestias ,35494.0,5.1,4
Why Not Productions,The Purge: La noche de las bestias ,35494.0,5.1,4
Cloud Eight Films,En trance ,19074.0,6.0,4
Film4 Productions,En trance ,19074.0,6.0,4
Element Pictures,Dark Touch ,361.0,4.4,4
Ex Nihilo,Dark Touch ,361.0,4.4,4
Filmgate Films,Dark Touch ,361.0,4.4,4
Fox 2000 Pictures,La ladrona de libros ,25992.0,6.6,4
Studio Babelsberg,La ladrona de libros ,25992.0,6.6,4
The Lab of Madness,Blue Ruin ,9640.0,6.2,4
Film Science,Blue Ruin ,9640.0,6.2,4
Neighborhood Watch,Blue Ruin ,9640.0,6.2,4
Paradise City,Blue Ruin ,9640.0,6.2,4
Screen Gems,Todos los días de mi vida ,14630.0,5.6,4
Spyglass Entertainment,Todos los días de mi vida ,14630.0,5.6,4
Automatik Entertainment,Sinister ,21592.0,5.9,4
Blumhouse Productions,Sinister ,21592.0,5.9,4
Alliance Films,Sinister ,21592.0,5.9,4
IM Global,Sinister ,21592.0,5.9,4
Alliance Films,Sinister ,21592.0,5.9,4
Summit Entertainment,Sinister ,21592.0,5.9,4
Lionsgate,Sinister ,21592.0,5.9,4
Everest Entertainment,Mud ,23939.0,6.8,4
Filmnation Entertainment,Mud ,23939.0,6.8,4
Brace Cove Productions,Mud ,23939.0,6.8,4
A24,Spring Breakers ,19120.0,4.9,4
Muse Productions,Spring Breakers ,19120.0,4.9,4
"""O'Salvation""",Spring Breakers ,19120.0,4.9,4
Annapurna Pictures,Spring Breakers ,19120.0,4.9,4
Zentropa Productions,Un asunto real ,7205.0,7.1,4
Cloud Atlas Productions,El atlas de las nubes ,27834.0,6.4,4
X Filme Creative Pool,El atlas de las nubes ,27834.0,6.4,4
Anarchos Pictures,El atlas de las nubes ,27834.0,6.4,4
Ascension Pictures,El atlas de las nubes ,27834.0,6.4,4
Five Drops,El atlas de las nubes ,27834.0,6.4,4
Media Asia Group,El atlas de las nubes ,27834.0,6.4,4
A Company Filmproduktionsgesellschaft,El atlas de las nubes ,27834.0,6.4,4
ARD Degeto Film,El atlas de las nubes ,27834.0,6.4,4
Dreams of Dragon Picture,El atlas de las nubes ,27834.0,6.4,4
Castelao Productions,[•REC]³: Génesis ,19034.0,5.1,4
Canal+ España,[•REC]³: Génesis ,19034.0,5.1,4
Filmax,[•REC]³: Génesis ,19034.0,5.1,4
ICIC,[•REC]³: Génesis ,19034.0,5.1,4
Ono,[•REC]³: Génesis ,19034.0,5.1,4
Les Films du Losange,Holy Motors ,15297.0,6.3,4
Wild Bunch,Holy Motors ,15297.0,6.3,4
CNC,Holy Motors ,15297.0,6.3,4
Pierre Grise Productions,Holy Motors ,15297.0,6.3,4
Pandora Film,Holy Motors ,15297.0,6.3,4
Théo Films,Holy Motors ,15297.0,6.3,4
WDR/Arte,Holy Motors ,15297.0,6.3,4
arte France Cinéma,Holy Motors ,15297.0,6.3,4
Canal+,Holy Motors ,15297.0,6.3,4
Alliance Atlantis Communications,La mujer de negro ,17672.0,5.5,4
Alliance Films,La mujer de negro ,17672.0,5.5,4
Hammer Productions,La mujer de negro ,17672.0,5.5,4
Cross Creek Pictures,La mujer de negro ,17672.0,5.5,4
Wild Bunch,The Artist ,59334.0,7.6,4
La Petite Reine,The Artist ,59334.0,7.6,4
Studio 37,The Artist ,59334.0,7.6,4
La Classe Américaine,The Artist ,59334.0,7.6,4
JD Prod,The Artist ,59334.0,7.6,4
France 3 Cinéma,The Artist ,59334.0,7.6,4
Jouror Production,The Artist ,59334.0,7.6,4
uFilms,The Artist ,59334.0,7.6,4
New Line Cinema,El rito ,12688.0,5.3,4
Contrafilm,El rito ,12688.0,5.3,4
Mid Atlantic Films,El rito ,12688.0,5.3,4
Recorded Picture Company (RPC),Un método peligroso ,24363.0,6.0,4
Lago Film,Un método peligroso ,24363.0,6.0,4
Prospero Pictures,Un método peligroso ,24363.0,6.0,4
Millbrook Pictures,Un método peligroso ,24363.0,6.0,4
Téléfilm Canada,Un método peligroso ,24363.0,6.0,4
OMDC,Un método peligroso ,24363.0,6.0,4
Corus Entertainment,Un método peligroso ,24363.0,6.0,4
Deutscher Filmförderfonds,Un método peligroso ,24363.0,6.0,4
Filmförderungsanstalt,Un método peligroso ,24363.0,6.0,4
Filmstiftung Nordrhein-Westfalen,Un método peligroso ,24363.0,6.0,4
Filmförderung Baden-Württemberg (MFG),Un método peligroso ,24363.0,6.0,4
Medienboard Berlin-Brandenburg,Un método peligroso ,24363.0,6.0,4
Elbe Film,Un método peligroso ,24363.0,6.0,4
Movie Central,Un método peligroso ,24363.0,6.0,4
CPTC,Un método peligroso ,24363.0,6.0,4
The Movie Network,Un método peligroso ,24363.0,6.0,4
Astral Media,Un método peligroso ,24363.0,6.0,4
Talking Cure Productions,Un método peligroso ,24363.0,6.0,4
Universal Pictures,El cambiazo ,11336.0,5.0,4
Relativity Studios,El cambiazo ,11336.0,5.0,4
Original Film,El cambiazo ,11336.0,5.0,4
Big Kid Pictures,El cambiazo ,11336.0,5.0,4
Kamel Films,Voice Over (C),1482.0,6.5,4
Volcano Films,Voice Over (C),1482.0,6.5,4
Encanta Films,Voice Over (C),1482.0,6.5,4
Kowalski Films,Voice Over (C),1482.0,6.5,4
The Animation Workshop,Mighty Antlers (C),150.0,5.0,4
Appian Way,Caperucita Roja (¿A quién tienes miedo?) ,18578.0,4.8,4
Warner Bros.,Caperucita Roja (¿A quién tienes miedo?) ,18578.0,4.8,4
Random films,Caperucita Roja (¿A quién tienes miedo?) ,18578.0,4.8,4
Green Hat Films,Resacón 2: ¡Ahora en Tailandia! ,54583.0,5.8,4
Legendary Pictures,Resacón 2: ¡Ahora en Tailandia! ,54583.0,5.8,4
Warner Bros.,Resacón 2: ¡Ahora en Tailandia! ,54583.0,5.8,4
Living Films,Resacón 2: ¡Ahora en Tailandia! ,54583.0,5.8,4
Canal+ España,Balada triste de trompeta ,42349.0,5.6,4
Castafiore Films,Balada triste de trompeta ,42349.0,5.6,4
La Fabrique de Films,Balada triste de trompeta ,42349.0,5.6,4
RTVE,Balada triste de trompeta ,42349.0,5.6,4
Tornasol Films,Balada triste de trompeta ,42349.0,5.6,4
Columbia Pictures,"Come, reza, ama ",14195.0,4.7,4
Plan B Entertainment,"Come, reza, ama ",14195.0,4.7,4
Red Om Films,"Come, reza, ama ",14195.0,4.7,4
Columbia Pictures,Salt ,24058.0,5.4,4
Di Bonaventura Pictures,Salt ,24058.0,5.4,4
Josephson Entertainment,Como la vida misma ,9898.0,5.5,4
Gold Circle Films,Como la vida misma ,9898.0,5.5,4
Warner Bros.,Como la vida misma ,9898.0,5.5,4
Rodar y Rodar,Los ojos de Julia ,29383.0,6.1,4
Antena 3 Films,Los ojos de Julia ,29383.0,6.1,4
Televisión de Galicia (TVG),Los ojos de Julia ,29383.0,6.1,4
Canal+ España,Los ojos de Julia ,29383.0,6.1,4
Catalan Film Television,Los ojos de Julia ,29383.0,6.1,4
Double Dare You,Los ojos de Julia ,29383.0,6.1,4
ICIC,Los ojos de Julia ,29383.0,6.1,4
Instituto de Crédito Oficial (ICO),Los ojos de Julia ,29383.0,6.1,4
Programme MEDIA de la Communauté Européenne,Los ojos de Julia ,29383.0,6.1,4
Mesfilms,Los ojos de Julia ,29383.0,6.1,4
TV3,Los ojos de Julia ,29383.0,6.1,4
Universal,Los ojos de Julia ,29383.0,6.1,4
Guillermo del Toro,Los ojos de Julia ,29383.0,6.1,4
Versus Entertainment,Buried (Enterrado) ,58316.0,6.8,4
Orange Sky,Rubber ,3671.0,5.9,4
Realitism Films,Rubber ,3671.0,5.9,4
Elle Driver,Rubber ,3671.0,5.9,4
arte France Cinéma,Rubber ,3671.0,5.9,4
1.85 Films,Rubber ,3671.0,5.9,4
Sindika Dokolo,Rubber ,3671.0,5.9,4
Canal+,Rubber ,3671.0,5.9,4
Arte France,Rubber ,3671.0,5.9,4
Universal Pictures,No es tan fácil ,11005.0,5.6,4
Relativity Studios,No es tan fácil ,11005.0,5.6,4
Waverly Films,No es tan fácil ,11005.0,5.6,4
Scott Rudin Productions,No es tan fácil ,11005.0,5.6,4
Lionsgate,Saw VI ,15048.0,5.5,4
Twisted Pictures,Saw VI ,15048.0,5.5,4
James Wan,Saw VI ,15048.0,5.5,4
Appian Way,La huérfana ,22123.0,6.1,4
Dark Castle Entertainment,La huérfana ,22123.0,6.1,4
Studiocanal,La huérfana ,22123.0,6.1,4
Bedlam Productions,Examen ,12981.0,5.9,4
Hazeldine Films,Examen ,12981.0,5.9,4
Virginie Goyons,Meet Meline (C),43.0,5.3,4
Sebastien Laban,Meet Meline (C),43.0,5.3,4
Warner Bros.,Splice: Experimento mortal ,10296.0,5.0,4
Dark Castle Entertainment,Splice: Experimento mortal ,10296.0,5.0,4
Copperheart Entertainment,Splice: Experimento mortal ,10296.0,5.0,4
Gaumont,Splice: Experimento mortal ,10296.0,5.0,4
Guillermo del Toro,Splice: Experimento mortal ,10296.0,5.0,4
Grand Army Entertainment,Siempre a tu lado (Hachiko) ,25878.0,7.1,4
Inferno Distribution,Siempre a tu lado (Hachiko) ,25878.0,7.1,4
Shôchiku,Siempre a tu lado (Hachiko) ,25878.0,7.1,4
